UNIQID	CreditScore	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Geography_Germany	Geography_Spain	Gender_Male
r3804	614.0	46.0	4.0	0.0	1.0	1.0	0.0	74379.57	0.0	0.0	1.0
r363	524.0	22.0	9.0	0.0	2.0	1.0	0.0	74405.34	0.0	0.0	1.0
r3261	693.0	38.0	3.0	0.0	2.0	0.0	0.0	78133.48	0.0	0.0	0.0
r1627	629.0	32.0	2.0	0.0	2.0	0.0	1.0	77965.44	0.0	0.0	1.0
r1046	716.0	29.0	8.0	0.0	2.0	0.0	0.0	78616.92	0.0	1.0	0.0
r4050	576.0	24.0	3.0	0.0	1.0	0.0	1.0	78498.04	0.0	0.0	1.0
r2042	699.0	35.0	5.0	0.0	2.0	1.0	1.0	78397.24	0.0	0.0	1.0
r865	648.0	35.0	7.0	0.0	2.0	1.0	1.0	78436.36	0.0	1.0	1.0
r3205	513.0	35.0	8.0	0.0	1.0	1.0	0.0	76640.29	0.0	0.0	1.0
r2148	411.0	54.0	9.0	0.0	1.0	0.0	1.0	76621.49	0.0	0.0	0.0
r2145	518.0	46.0	3.0	0.0	2.0	1.0	0.0	76515.79	0.0	0.0	1.0
r2433	593.0	43.0	9.0	0.0	2.0	1.0	1.0	76357.43	0.0	0.0	1.0
r942	624.0	33.0	6.0	0.0	2.0	0.0	0.0	76551.7	0.0	1.0	1.0
r803	699.0	34.0	8.0	0.0	1.0	1.0	1.0	76510.46	0.0	1.0	1.0
r3189	692.0	29.0	4.0	0.0	1.0	1.0	0.0	76755.99	0.0	0.0	1.0
r2308	663.0	39.0	4.0	0.0	1.0	1.0	0.0	76884.05	0.0	0.0	1.0
r378	642.0	39.0	4.0	0.0	1.0	1.0	1.0	76821.24	0.0	0.0	0.0
r1710	847.0	31.0	5.0	0.0	2.0	1.0	1.0	76326.67	0.0	1.0	1.0
r302	719.0	32.0	7.0	0.0	1.0	0.0	0.0	76264.27	0.0	1.0	0.0
r4694	763.0	53.0	4.0	0.0	1.0	1.0	0.0	77203.72	0.0	0.0	0.0
r3144	703.0	51.0	3.0	0.0	3.0	1.0	1.0	77294.56	0.0	0.0	0.0
r2944	683.0	31.0	2.0	0.0	2.0	0.0	1.0	77326.78	0.0	0.0	1.0
r2074	580.0	37.0	9.0	0.0	2.0	0.0	1.0	77108.66	0.0	0.0	1.0
r3535	414.0	38.0	8.0	0.0	1.0	0.0	1.0	77661.12	0.0	0.0	1.0
r4885	373.0	42.0	7.0	0.0	1.0	1.0	0.0	77786.37	0.0	0.0	1.0
r3314	611.0	46.0	5.0	0.0	1.0	1.0	0.0	77677.14	0.0	0.0	0.0
r743	602.0	34.0	5.0	0.0	2.0	1.0	1.0	77414.45	0.0	0.0	1.0
r2245	487.0	45.0	2.0	0.0	2.0	1.0	0.0	77475.73	0.0	0.0	1.0
r142	571.0	33.0	9.0	0.0	2.0	0.0	1.0	77519.62	0.0	0.0	0.0
r4411	569.0	51.0	3.0	0.0	3.0	1.0	0.0	75084.96	0.0	1.0	0.0
r715	731.0	33.0	4.0	0.0	2.0	1.0	1.0	74945.11	0.0	0.0	1.0
r4237	686.0	60.0	9.0	0.0	3.0	1.0	1.0	75246.21	0.0	0.0	1.0
r1420	733.0	64.0	3.0	0.0	2.0	1.0	1.0	75272.63	0.0	0.0	1.0
r410	452.0	32.0	5.0	0.0	2.0	0.0	1.0	75279.39	0.0	0.0	0.0
r1374	517.0	41.0	2.0	0.0	2.0	0.0	1.0	75937.47	0.0	0.0	1.0
r1966	683.0	40.0	1.0	0.0	2.0	0.0	0.0	75762.0	0.0	0.0	0.0
r723	604.0	30.0	5.0	0.0	2.0	1.0	0.0	75786.55	0.0	0.0	1.0
r2579	585.0	34.0	1.0	0.0	1.0	1.0	1.0	75503.6	0.0	0.0	0.0
r1277	676.0	32.0	5.0	0.0	2.0	1.0	1.0	75465.41	0.0	0.0	0.0
r2736	684.0	38.0	4.0	0.0	3.0	1.0	0.0	75609.84	0.0	0.0	1.0
r31	769.0	38.0	2.0	0.0	2.0	0.0	0.0	75578.67	0.0	0.0	0.0
r1213	702.0	35.0	8.0	14262.8	2.0	1.0	0.0	54689.16	0.0	1.0	0.0
r1858	679.0	33.0	1.0	0.0	2.0	0.0	0.0	69608.48	0.0	0.0	0.0
r843	430.0	33.0	8.0	0.0	1.0	1.0	1.0	69759.91	0.0	0.0	0.0
r1569	645.0	37.0	1.0	0.0	2.0	1.0	1.0	68987.55	0.0	0.0	0.0
r2228	652.0	37.0	7.0	0.0	2.0	1.0	0.0	68789.93	0.0	1.0	1.0
r840	563.0	33.0	8.0	0.0	2.0	0.0	1.0	68815.05	0.0	0.0	1.0
r792	576.0	39.0	1.0	0.0	2.0	1.0	1.0	68814.23	0.0	0.0	1.0
r2784	544.0	44.0	1.0	0.0	2.0	0.0	0.0	69244.24	0.0	0.0	1.0
r3771	839.0	51.0	3.0	0.0	1.0	1.0	1.0	69101.23	0.0	0.0	0.0
r920	773.0	40.0	10.0	0.0	2.0	0.0	1.0	69303.15	0.0	0.0	0.0
r546	738.0	38.0	7.0	0.0	2.0	0.0	0.0	69227.42	0.0	0.0	0.0
r4185	598.0	40.0	9.0	0.0	1.0	1.0	0.0	68462.59	0.0	0.0	0.0
r1479	442.0	34.0	4.0	0.0	2.0	1.0	0.0	68343.08	0.0	0.0	1.0
r3081	651.0	45.0	1.0	0.0	1.0	1.0	0.0	67740.08	0.0	0.0	1.0
r1704	703.0	31.0	6.0	0.0	2.0	1.0	1.0	67667.19	0.0	1.0	1.0
r3509	650.0	30.0	6.0	0.0	1.0	0.0	0.0	67997.13	0.0	1.0	0.0
r587	725.0	33.0	4.0	0.0	1.0	1.0	1.0	67879.8	0.0	0.0	0.0
r358	656.0	37.0	2.0	0.0	2.0	0.0	1.0	67840.81	0.0	0.0	1.0
r899	672.0	43.0	5.0	0.0	2.0	1.0	1.0	64515.5	0.0	1.0	1.0
r749	711.0	28.0	8.0	0.0	2.0	1.0	1.0	64286.39	0.0	0.0	1.0
r4937	547.0	49.0	2.0	0.0	1.0	0.0	0.0	65466.93	0.0	0.0	0.0
r3716	817.0	44.0	8.0	0.0	1.0	0.0	0.0	65501.91	0.0	0.0	1.0
r959	673.0	41.0	5.0	0.0	1.0	1.0	1.0	65657.29	0.0	0.0	1.0
r1906	780.0	34.0	1.0	0.0	1.0	1.0	1.0	64804.04	0.0	0.0	1.0
r1517	536.0	35.0	8.0	0.0	2.0	1.0	0.0	64833.28	0.0	0.0	1.0
r4520	738.0	49.0	3.0	0.0	3.0	1.0	1.0	65066.48	0.0	1.0	1.0
r687	662.0	32.0	9.0	0.0	2.0	0.0	0.0	65089.38	0.0	0.0	1.0
r1453	754.0	34.0	7.0	0.0	2.0	1.0	1.0	65219.85	0.0	0.0	1.0
r532	767.0	36.0	3.0	0.0	1.0	0.0	0.0	65147.27	0.0	0.0	1.0
r3999	546.0	47.0	8.0	0.0	1.0	1.0	1.0	66408.01	0.0	0.0	0.0
r2353	681.0	29.0	8.0	0.0	1.0	1.0	0.0	66367.33	0.0	0.0	1.0
r2166	626.0	21.0	1.0	0.0	2.0	1.0	0.0	66232.23	0.0	0.0	1.0
r2058	573.0	30.0	6.0	0.0	2.0	1.0	0.0	66190.21	0.0	0.0	0.0
r1196	502.0	30.0	4.0	0.0	2.0	1.0	1.0	66263.87	0.0	0.0	1.0
r2171	764.0	29.0	5.0	0.0	2.0	1.0	0.0	65868.28	0.0	1.0	1.0
r2702	623.0	40.0	6.0	0.0	2.0	1.0	1.0	66119.07	0.0	0.0	1.0
r1093	669.0	23.0	1.0	0.0	2.0	0.0	0.0	66088.83	0.0	0.0	1.0
r3560	592.0	38.0	0.0	0.0	1.0	1.0	0.0	65986.48	0.0	1.0	1.0
r1020	575.0	46.0	1.0	0.0	2.0	1.0	1.0	65998.26	0.0	0.0	1.0
r3317	812.0	44.0	8.0	0.0	3.0	1.0	0.0	66926.83	0.0	1.0	0.0
r2328	712.0	23.0	2.0	0.0	2.0	0.0	1.0	66795.78	0.0	0.0	1.0
r4783	651.0	38.0	2.0	0.0	3.0	1.0	0.0	67029.82	0.0	1.0	1.0
r1536	678.0	38.0	3.0	0.0	2.0	1.0	0.0	66561.6	0.0	0.0	1.0
r1495	649.0	46.0	2.0	0.0	2.0	1.0	1.0	66602.7	0.0	0.0	0.0
r4455	605.0	57.0	2.0	0.0	3.0	1.0	0.0	66652.75	0.0	1.0	0.0
r312	568.0	51.0	4.0	0.0	3.0	1.0	1.0	66586.56	0.0	0.0	1.0
r2673	773.0	52.0	2.0	0.0	2.0	1.0	0.0	57337.79	0.0	1.0	1.0
r3151	475.0	39.0	6.0	0.0	1.0	1.0	1.0	56999.9	0.0	0.0	1.0
r1429	474.0	37.0	3.0	0.0	2.0	0.0	0.0	57175.32	0.0	1.0	1.0
r3969	691.0	41.0	2.0	0.0	1.0	1.0	1.0	56850.92	0.0	0.0	1.0
r2786	573.0	36.0	1.0	0.0	1.0	1.0	1.0	56905.38	0.0	0.0	0.0
r2170	850.0	35.0	2.0	0.0	2.0	1.0	1.0	56991.66	0.0	0.0	1.0
r1099	694.0	60.0	9.0	0.0	1.0	1.0	1.0	57088.97	0.0	0.0	1.0
r2347	636.0	42.0	2.0	0.0	2.0	1.0	1.0	55470.78	0.0	0.0	1.0
r4895	575.0	36.0	7.0	0.0	1.0	1.0	1.0	55868.97	0.0	0.0	1.0
r2903	530.0	44.0	6.0	0.0	2.0	0.0	0.0	55893.37	0.0	1.0	1.0
r3800	476.0	37.0	4.0	0.0	1.0	1.0	1.0	55775.84	0.0	0.0	1.0
r2046	582.0	20.0	4.0	0.0	1.0	1.0	1.0	55763.66	0.0	0.0	1.0
r3374	738.0	54.0	4.0	0.0	1.0	0.0	1.0	55725.04	0.0	0.0	1.0
r2405	713.0	46.0	5.0	0.0	1.0	1.0	1.0	55701.62	0.0	0.0	1.0
r3411	674.0	18.0	7.0	0.0	2.0	1.0	1.0	55753.12	0.0	0.0	1.0
r1258	713.0	41.0	3.0	0.0	2.0	1.0	0.0	55772.04	0.0	0.0	1.0
r1104	690.0	36.0	10.0	0.0	2.0	1.0	0.0	55902.93	0.0	1.0	1.0
r1260	664.0	57.0	1.0	0.0	2.0	1.0	1.0	56562.57	0.0	0.0	1.0
r2722	520.0	38.0	4.0	0.0	2.0	1.0	0.0	56388.63	0.0	0.0	0.0
r1021	529.0	35.0	5.0	0.0	2.0	1.0	0.0	56518.0	0.0	1.0	0.0
r3427	720.0	38.0	10.0	0.0	2.0	1.0	1.0	56229.72	0.0	0.0	0.0
r2373	709.0	39.0	8.0	0.0	2.0	1.0	0.0	56214.09	0.0	0.0	1.0
r4515	610.0	41.0	6.0	0.0	3.0	0.0	0.0	56118.81	0.0	0.0	1.0
r3920	635.0	58.0	1.0	0.0	1.0	1.0	1.0	58907.08	0.0	0.0	0.0
r963	680.0	43.0	4.0	0.0	2.0	1.0	1.0	58761.33	0.0	0.0	0.0
r1311	739.0	31.0	1.0	0.0	2.0	1.0	1.0	58469.75	0.0	1.0	1.0
r2114	604.0	28.0	7.0	0.0	2.0	0.0	0.0	58595.64	0.0	0.0	1.0
r1619	601.0	44.0	4.0	0.0	2.0	1.0	0.0	58561.31	0.0	1.0	0.0
r3689	597.0	46.0	4.0	0.0	2.0	1.0	0.0	58667.16	0.0	1.0	0.0
r794	648.0	44.0	2.0	0.0	2.0	1.0	1.0	58652.23	0.0	0.0	0.0
r2224	594.0	38.0	10.0	0.0	2.0	1.0	0.0	58332.91	0.0	1.0	0.0
r4338	729.0	42.0	7.0	0.0	2.0	1.0	0.0	58268.2	0.0	1.0	0.0
r1444	667.0	42.0	9.0	0.0	2.0	0.0	1.0	58137.42	0.0	0.0	1.0
r4331	747.0	40.0	3.0	0.0	1.0	0.0	0.0	57817.84	0.0	0.0	0.0
r2522	769.0	27.0	2.0	0.0	1.0	1.0	1.0	57876.05	0.0	0.0	0.0
r896	772.0	43.0	6.0	0.0	2.0	1.0	1.0	57675.88	0.0	0.0	1.0
r3581	631.0	33.0	7.0	0.0	1.0	1.0	1.0	58043.02	0.0	0.0	1.0
r1628	577.0	33.0	6.0	0.0	2.0	1.0	0.0	57975.8	0.0	1.0	0.0
r70	632.0	50.0	2.0	0.0	2.0	0.0	0.0	57942.88	0.0	0.0	1.0
r4928	644.0	18.0	7.0	0.0	1.0	0.0	1.0	59645.24	0.0	1.0	1.0
r1089	725.0	31.0	8.0	0.0	2.0	1.0	1.0	59650.42	0.0	0.0	1.0
r665	603.0	46.0	2.0	0.0	2.0	1.0	1.0	59563.49	0.0	0.0	1.0
r2623	724.0	28.0	5.0	0.0	1.0	1.0	0.0	59351.68	0.0	0.0	0.0
r2570	629.0	33.0	6.0	0.0	2.0	1.0	1.0	59129.72	0.0	0.0	0.0
r92	584.0	33.0	3.0	0.0	2.0	0.0	1.0	59103.13	0.0	0.0	1.0
r4993	702.0	44.0	9.0	0.0	1.0	0.0	0.0	59207.41	0.0	1.0	1.0
r67	590.0	32.0	5.0	0.0	2.0	1.0	0.0	59249.83	0.0	0.0	1.0
r2797	590.0	40.0	8.0	0.0	2.0	1.0	0.0	62933.03	0.0	0.0	1.0
r3377	705.0	49.0	7.0	0.0	1.0	1.0	0.0	63405.2	0.0	0.0	0.0
r1538	761.0	27.0	8.0	0.0	2.0	1.0	0.0	63297.7	0.0	1.0	1.0
r1807	580.0	31.0	2.0	0.0	2.0	0.0	1.0	64014.24	0.0	0.0	1.0
r3970	551.0	52.0	1.0	0.0	1.0	0.0	0.0	63584.55	0.0	0.0	1.0
r1186	672.0	43.0	5.0	0.0	1.0	0.0	0.0	63833.09	0.0	0.0	1.0
r2681	610.0	31.0	5.0	0.0	2.0	0.0	0.0	63736.36	0.0	1.0	0.0
r1423	554.0	48.0	7.0	0.0	2.0	1.0	1.0	63708.07	0.0	0.0	0.0
r966	679.0	29.0	3.0	0.0	2.0	1.0	1.0	63687.06	0.0	0.0	1.0
r3679	777.0	58.0	4.0	0.0	1.0	1.0	1.0	62449.07	0.0	0.0	0.0
r3067	468.0	56.0	10.0	0.0	3.0	0.0	1.0	62256.87	0.0	0.0	0.0
r4368	568.0	44.0	7.0	0.0	2.0	0.0	0.0	62370.67	0.0	0.0	0.0
r987	610.0	40.0	0.0	0.0	2.0	1.0	0.0	62232.6	0.0	0.0	1.0
r3802	535.0	49.0	3.0	0.0	1.0	0.0	0.0	61820.41	0.0	0.0	0.0
r1757	523.0	34.0	7.0	0.0	2.0	1.0	0.0	62030.06	0.0	1.0	1.0
r2683	701.0	51.0	9.0	0.0	2.0	0.0	0.0	61961.57	0.0	0.0	1.0
r2675	634.0	34.0	1.0	0.0	2.0	1.0	0.0	61995.57	0.0	1.0	1.0
r588	635.0	41.0	10.0	0.0	2.0	1.0	1.0	61994.2	0.0	1.0	0.0
r933	748.0	40.0	0.0	0.0	1.0	0.0	0.0	60416.76	0.0	0.0	1.0
r960	739.0	34.0	9.0	0.0	1.0	1.0	0.0	60584.33	0.0	0.0	1.0
r404	768.0	42.0	5.0	0.0	3.0	0.0	0.0	60686.4	0.0	0.0	1.0
r3094	589.0	61.0	1.0	0.0	1.0	1.0	0.0	61108.56	0.0	0.0	0.0
r1837	413.0	35.0	2.0	0.0	2.0	1.0	1.0	60972.84	0.0	1.0	1.0
r1698	507.0	34.0	4.0	0.0	2.0	1.0	1.0	60688.38	0.0	1.0	0.0
r4353	619.0	55.0	0.0	0.0	3.0	0.0	0.0	60810.64	0.0	0.0	0.0
r1461	582.0	40.0	9.0	0.0	3.0	1.0	1.0	60954.45	0.0	0.0	0.0
r1357	598.0	34.0	4.0	0.0	2.0	0.0	0.0	60894.26	0.0	0.0	0.0
r2249	732.0	36.0	7.0	0.0	2.0	1.0	1.0	60830.24	0.0	0.0	1.0
r19	715.0	32.0	10.0	0.0	2.0	1.0	0.0	60907.49	0.0	0.0	0.0
r57	589.0	37.0	5.0	0.0	1.0	1.0	0.0	61324.87	0.0	0.0	1.0
r2758	796.0	24.0	8.0	0.0	2.0	1.0	0.0	61349.37	0.0	0.0	1.0
r1492	761.0	34.0	2.0	0.0	2.0	1.0	0.0	61251.25	0.0	1.0	0.0
r13	680.0	37.0	4.0	0.0	2.0	1.0	0.0	61240.87	0.0	0.0	1.0
r4510	654.0	32.0	2.0	0.0	1.0	1.0	1.0	51972.92	0.0	1.0	0.0
r4204	590.0	29.0	10.0	0.0	1.0	1.0	1.0	51907.72	0.0	1.0	1.0
r1556	545.0	32.0	6.0	0.0	2.0	1.0	1.0	52067.37	0.0	0.0	0.0
r2808	600.0	28.0	6.0	0.0	2.0	0.0	1.0	52193.23	0.0	0.0	0.0
r1240	718.0	39.0	2.0	0.0	1.0	1.0	1.0	52138.49	0.0	1.0	0.0
r3589	815.0	45.0	7.0	0.0	1.0	0.0	1.0	52885.23	0.0	0.0	1.0
r3497	782.0	52.0	4.0	0.0	1.0	1.0	1.0	52759.82	0.0	1.0	1.0
r4287	562.0	37.0	2.0	0.0	1.0	0.0	1.0	52525.15	0.0	0.0	1.0
r1439	724.0	36.0	1.0	0.0	2.0	1.0	0.0	52462.25	0.0	1.0	1.0
r4209	537.0	38.0	10.0	0.0	1.0	0.0	0.0	52337.97	0.0	0.0	0.0
r732	535.0	29.0	5.0	0.0	2.0	0.0	1.0	52709.55	0.0	0.0	0.0
r2656	527.0	53.0	8.0	0.0	1.0	1.0	1.0	51711.57	0.0	1.0	1.0
r1859	601.0	74.0	2.0	0.0	2.0	0.0	1.0	51554.58	0.0	0.0	1.0
r1034	674.0	28.0	3.0	0.0	1.0	1.0	0.0	51536.99	0.0	0.0	0.0
r1141	736.0	29.0	4.0	0.0	2.0	0.0	0.0	51705.01	0.0	0.0	1.0
r480	739.0	60.0	4.0	0.0	1.0	1.0	1.0	51637.67	0.0	1.0	1.0
r2952	583.0	27.0	7.0	0.0	2.0	1.0	0.0	51285.49	0.0	0.0	1.0
r2509	647.0	42.0	9.0	0.0	2.0	1.0	1.0	51362.82	0.0	0.0	0.0
r440	622.0	35.0	5.0	0.0	2.0	1.0	0.0	51112.8	0.0	0.0	0.0
r1387	428.0	31.0	2.0	0.0	2.0	1.0	0.0	54487.43	0.0	0.0	0.0
r1271	707.0	55.0	1.0	0.0	2.0	0.0	1.0	54409.48	0.0	0.0	0.0
r359	724.0	30.0	10.0	0.0	2.0	1.0	1.0	54265.55	0.0	0.0	1.0
r2050	417.0	34.0	7.0	0.0	2.0	1.0	0.0	55003.79	0.0	0.0	1.0
r3091	566.0	30.0	5.0	0.0	1.0	1.0	0.0	54926.51	0.0	0.0	1.0
r1765	696.0	51.0	5.0	0.0	2.0	1.0	0.0	55022.43	0.0	1.0	0.0
r1469	796.0	67.0	5.0	0.0	2.0	0.0	1.0	54871.02	0.0	1.0	1.0
r1598	726.0	24.0	6.0	0.0	2.0	1.0	1.0	54724.03	0.0	0.0	0.0
r256	652.0	32.0	2.0	0.0	2.0	1.0	0.0	54628.11	0.0	0.0	0.0
r303	639.0	54.0	2.0	0.0	2.0	1.0	1.0	53843.71	0.0	1.0	0.0
r4029	688.0	39.0	0.0	0.0	2.0	1.0	0.0	53222.15	0.0	0.0	0.0
r3763	850.0	61.0	1.0	0.0	1.0	1.0	0.0	53067.83	0.0	0.0	1.0
r2444	619.0	28.0	3.0	0.0	2.0	1.0	0.0	53394.12	0.0	0.0	0.0
r1647	665.0	51.0	2.0	0.0	1.0	0.0	0.0	53353.36	0.0	0.0	1.0
r2910	551.0	32.0	4.0	0.0	2.0	1.0	0.0	53420.53	0.0	1.0	1.0
r691	593.0	43.0	10.0	0.0	2.0	0.0	0.0	53478.02	0.0	1.0	1.0
r146	721.0	38.0	7.0	0.0	1.0	0.0	1.0	53534.8	0.0	1.0	1.0
r2602	510.0	65.0	2.0	0.0	2.0	1.0	1.0	48071.61	0.0	0.0	1.0
r2241	480.0	28.0	6.0	0.0	2.0	0.0	0.0	48131.92	0.0	0.0	0.0
r1601	451.0	23.0	9.0	0.0	2.0	0.0	1.0	48021.71	0.0	1.0	0.0
r2499	621.0	34.0	8.0	0.0	1.0	0.0	0.0	47972.65	0.0	1.0	1.0
r2128	583.0	38.0	8.0	0.0	1.0	1.0	0.0	47848.56	0.0	0.0	1.0
r279	501.0	57.0	10.0	0.0	2.0	1.0	1.0	47847.19	0.0	0.0	1.0
r2084	831.0	44.0	10.0	0.0	1.0	0.0	1.0	47729.33	0.0	1.0	0.0
r2359	701.0	41.0	2.0	0.0	1.0	1.0	0.0	47856.78	0.0	0.0	0.0
r129	738.0	18.0	4.0	0.0	2.0	1.0	1.0	47799.15	0.0	0.0	1.0
r2240	633.0	31.0	1.0	0.0	1.0	1.0	0.0	48606.71	0.0	0.0	1.0
r2333	752.0	36.0	3.0	0.0	2.0	1.0	1.0	48505.1	0.0	1.0	0.0
r1969	658.0	39.0	7.0	0.0	2.0	1.0	0.0	48378.4	0.0	0.0	1.0
r369	710.0	28.0	6.0	0.0	1.0	1.0	0.0	48426.98	0.0	1.0	0.0
r3854	767.0	47.0	2.0	0.0	1.0	1.0	0.0	48161.18	0.0	1.0	1.0
r2213	687.0	31.0	3.0	0.0	2.0	0.0	0.0	48228.1	0.0	1.0	1.0
r1148	711.0	34.0	8.0	0.0	2.0	0.0	0.0	48260.19	0.0	0.0	1.0
r85	472.0	37.0	1.0	0.0	2.0	1.0	1.0	48357.9	0.0	0.0	0.0
r69	576.0	36.0	6.0	0.0	2.0	1.0	1.0	48314.0	0.0	0.0	1.0
r2381	706.0	38.0	8.0	0.0	2.0	0.0	1.0	46635.11	0.0	1.0	1.0
r4319	697.0	45.0	1.0	0.0	2.0	1.0	0.0	46807.62	0.0	0.0	0.0
r412	709.0	36.0	0.0	0.0	2.0	1.0	0.0	46811.77	0.0	0.0	1.0
r290	837.0	38.0	2.0	0.0	2.0	1.0	1.0	46395.21	0.0	0.0	0.0
r2010	678.0	66.0	8.0	0.0	2.0	1.0	1.0	47117.03	0.0	0.0	1.0
r109	787.0	25.0	5.0	0.0	2.0	1.0	0.0	47307.9	0.0	0.0	1.0
r123	642.0	26.0	0.0	0.0	1.0	0.0	0.0	47472.68	0.0	0.0	1.0
r9	698.0	39.0	4.0	0.0	2.0	0.0	1.0	47455.82	0.0	0.0	0.0
r4443	653.0	47.0	6.0	0.0	1.0	1.0	0.0	50695.93	0.0	0.0	1.0
r4653	606.0	39.0	3.0	0.0	2.0	1.0	0.0	50560.45	0.0	0.0	0.0
r2233	551.0	37.0	3.0	0.0	2.0	1.0	1.0	50578.4	0.0	0.0	1.0
r3676	698.0	47.0	6.0	0.0	1.0	1.0	0.0	50213.81	0.0	1.0	0.0
r1718	763.0	31.0	4.0	0.0	2.0	0.0	0.0	50404.72	0.0	0.0	0.0
r3930	797.0	55.0	10.0	0.0	4.0	1.0	1.0	49418.87	0.0	0.0	0.0
r4529	490.0	40.0	1.0	0.0	1.0	1.0	1.0	49594.19	0.0	0.0	0.0
r3644	584.0	66.0	5.0	0.0	1.0	1.0	0.0	49553.38	0.0	0.0	0.0
r2667	492.0	31.0	7.0	0.0	2.0	1.0	1.0	49463.44	0.0	0.0	0.0
r3401	601.0	43.0	2.0	0.0	1.0	1.0	0.0	49713.87	0.0	0.0	0.0
r1747	691.0	30.0	9.0	0.0	1.0	1.0	0.0	49594.02	0.0	0.0	1.0
r2504	615.0	49.0	3.0	0.0	2.0	1.0	1.0	49872.33	0.0	0.0	1.0
r645	440.0	42.0	2.0	0.0	2.0	1.0	0.0	49826.68	0.0	0.0	1.0
r3989	407.0	37.0	1.0	0.0	1.0	1.0	1.0	49161.12	0.0	1.0	1.0
r2659	512.0	31.0	7.0	0.0	2.0	0.0	0.0	49326.07	0.0	0.0	0.0
r3200	669.0	35.0	7.0	0.0	1.0	1.0	1.0	49108.23	0.0	0.0	0.0
r190	628.0	38.0	3.0	0.0	2.0	1.0	1.0	48924.73	0.0	0.0	0.0
r4	562.0	35.0	7.0	0.0	1.0	0.0	0.0	48869.67	0.0	0.0	1.0
r2646	611.0	46.0	6.0	0.0	2.0	1.0	0.0	45886.33	0.0	1.0	1.0
r1388	653.0	35.0	9.0	0.0	2.0	1.0	1.0	45956.05	0.0	1.0	1.0
r1302	718.0	36.0	9.0	0.0	1.0	1.0	0.0	45909.87	0.0	0.0	1.0
r1145	821.0	28.0	2.0	0.0	2.0	1.0	0.0	46072.52	0.0	0.0	1.0
r2402	678.0	26.0	1.0	0.0	2.0	1.0	0.0	45443.68	0.0	0.0	0.0
r1790	752.0	36.0	2.0	0.0	2.0	1.0	1.0	45570.84	0.0	1.0	1.0
r4594	785.0	54.0	1.0	0.0	2.0	1.0	0.0	45113.92	0.0	1.0	0.0
r3443	644.0	48.0	8.0	0.0	2.0	0.0	1.0	44965.54	0.0	0.0	1.0
r639	636.0	38.0	1.0	0.0	1.0	1.0	0.0	45015.38	0.0	0.0	0.0
r593	561.0	33.0	6.0	0.0	2.0	1.0	0.0	45261.47	0.0	1.0	0.0
r2938	527.0	32.0	7.0	0.0	2.0	1.0	1.0	44099.75	0.0	0.0	0.0
r2156	633.0	27.0	3.0	0.0	2.0	1.0	0.0	44008.91	0.0	1.0	1.0
r4232	833.0	32.0	6.0	0.0	1.0	1.0	1.0	44323.22	0.0	1.0	1.0
r3973	752.0	35.0	2.0	0.0	1.0	1.0	0.0	44335.54	0.0	1.0	0.0
r4008	722.0	43.0	1.0	0.0	1.0	1.0	0.0	44560.17	0.0	1.0	1.0
r411	691.0	38.0	1.0	0.0	2.0	0.0	0.0	44653.5	0.0	0.0	1.0
r2238	489.0	34.0	5.0	0.0	1.0	0.0	0.0	43540.59	0.0	0.0	1.0
r3378	534.0	62.0	2.0	0.0	2.0	0.0	0.0	42763.12	0.0	0.0	1.0
r2016	640.0	67.0	3.0	0.0	1.0	0.0	1.0	42964.63	0.0	0.0	0.0
r846	639.0	38.0	3.0	0.0	1.0	1.0	0.0	42862.82	0.0	0.0	1.0
r4098	738.0	44.0	2.0	0.0	2.0	1.0	0.0	43018.82	0.0	1.0	1.0
r601	744.0	35.0	7.0	0.0	2.0	1.0	1.0	43036.6	0.0	1.0	1.0
r4863	629.0	39.0	10.0	0.0	2.0	1.0	1.0	43174.49	0.0	0.0	0.0
r492	607.0	31.0	8.0	0.0	2.0	1.0	1.0	43196.5	0.0	0.0	1.0
r2367	835.0	56.0	2.0	0.0	2.0	1.0	1.0	39820.13	0.0	0.0	0.0
r2320	621.0	33.0	4.0	0.0	2.0	1.0	1.0	40299.23	0.0	1.0	1.0
r1836	727.0	28.0	1.0	0.0	1.0	1.0	0.0	40357.39	0.0	1.0	1.0
r2118	541.0	32.0	8.0	0.0	2.0	0.0	0.0	40889.14	0.0	0.0	1.0
r2999	667.0	39.0	2.0	0.0	2.0	1.0	0.0	40721.24	0.0	1.0	0.0
r2452	668.0	32.0	2.0	0.0	2.0	1.0	1.0	40652.33	0.0	0.0	0.0
r2744	850.0	36.0	7.0	0.0	1.0	1.0	1.0	40812.9	0.0	0.0	1.0
r1725	802.0	51.0	7.0	0.0	1.0	0.0	1.0	40855.79	0.0	1.0	1.0
r59	775.0	27.0	4.0	0.0	1.0	1.0	1.0	40807.26	0.0	1.0	1.0
r2062	630.0	40.0	8.0	0.0	2.0	1.0	1.0	42495.81	0.0	0.0	1.0
r1649	591.0	39.0	8.0	0.0	2.0	0.0	0.0	42392.24	0.0	1.0	1.0
r3698	604.0	33.0	3.0	0.0	1.0	1.0	0.0	42171.13	0.0	0.0	1.0
r2399	781.0	35.0	1.0	0.0	2.0	0.0	0.0	42117.9	0.0	1.0	1.0
r4998	709.0	36.0	7.0	0.0	1.0	0.0	1.0	42085.58	0.0	0.0	0.0
