CreditScore	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Geography_Germany	Geography_Spain	Gender_Male
655	45	0	0.0	2	1	0	166830.71	0	0	0
518	27	1	133801.49	1	1	1	143315.57	0	0	0
578	34	4	175111.11	1	1	1	74858.3	0	0	1
716	27	1	122552.34	2	1	0	67611.36	1	0	1
695	49	9	159458.53	1	1	0	135841.35	0	0	1
630	25	7	79656.81	1	1	0	93524.22	1	0	0
809	80	8	0.0	2	0	1	34164.05	0	1	1
850	34	6	101266.51	1	1	0	33501.98	0	0	0
726	31	9	114722.05	2	1	1	98178.57	0	0	0
621	59	2	0.0	2	1	1	171364.18	0	1	0
681	48	8	139480.18	1	1	1	163581.67	1	0	0
637	41	9	0.0	2	1	0	145477.36	0	0	0
488	39	9	140553.46	1	0	0	12440.44	0	1	0
656	32	5	136963.12	1	1	0	133814.28	0	1	1
529	39	2	82766.43	1	1	1	122925.44	0	1	0
673	47	1	183579.54	2	0	1	34047.54	1	0	1
468	28	3	0.0	2	1	0	170661.02	0	1	1
751	42	4	0.0	2	1	1	81442.6	0	0	1
705	25	3	113736.27	1	0	1	196864.61	0	0	1
658	31	5	100082.14	1	0	1	49809.88	0	0	1
654	55	3	87485.67	1	1	1	3299.01	0	0	1
673	47	1	0.0	2	0	0	108762.16	0	0	1
748	27	2	90971.85	1	1	1	131662.47	1	0	0
718	36	9	0.0	1	1	0	45909.87	0	0	1
714	44	7	0.0	1	0	1	6923.11	0	1	1
660	52	4	86891.84	1	1	0	90877.76	1	0	0
804	71	8	0.0	2	0	1	147995.96	0	0	0
500	37	9	125822.21	1	1	0	111698.0	0	1	1
476	40	6	0.0	1	1	1	22735.45	0	0	1
513	72	3	98903.06	1	1	1	81251.24	0	1	1
611	37	4	0.0	2	1	0	125696.26	0	1	0
656	69	6	163975.09	1	1	1	36108.5	0	1	1
739	31	1	0.0	2	1	1	58469.75	0	1	1
807	36	4	0.0	2	0	1	147007.33	0	0	0
567	39	5	0.0	2	0	0	168521.72	0	0	1
635	33	5	0.0	2	1	0	122949.71	0	0	0
597	24	0	108058.07	2	1	1	187826.11	0	1	1
755	62	1	127706.33	2	0	1	142377.69	0	0	1
655	36	1	135515.76	1	1	0	86013.96	0	1	0
520	38	5	0.0	2	1	0	163185.76	0	0	1
850	33	8	73059.38	1	1	1	186281.0	0	0	1
708	41	5	0.0	1	0	1	157003.99	0	1	0
670	43	1	97792.21	1	0	0	120225.62	0	1	1
602	34	8	98382.72	1	1	0	39542.0	0	1	1
498	34	2	0.0	2	1	1	148528.24	0	0	1
540	37	6	0.0	2	1	0	141998.89	0	0	1
710	35	1	106518.52	1	1	1	127951.81	0	1	1
632	21	1	0.0	2	1	0	84008.66	0	0	0
725	39	1	50880.98	2	1	1	184023.54	1	0	1
538	39	7	108055.1	2	1	0	27231.26	1	0	1
714	36	1	101609.01	2	1	1	447.73	1	0	0
530	42	0	99948.45	1	0	1	97338.62	1	0	0
582	26	4	65848.36	2	1	0	30149.21	0	1	1
703	33	8	190566.65	1	1	1	79997.14	0	0	0
569	38	8	0.0	2	0	0	79618.79	0	1	1
815	25	8	135161.67	1	1	1	136071.05	1	0	0
621	32	1	0.0	2	1	1	168779.47	0	0	1
624	35	0	180303.24	2	1	0	163587.9	1	0	0
727	34	10	0.0	2	1	1	198637.34	0	0	1
532	38	9	0.0	2	0	0	30583.95	0	0	1
715	31	3	110581.29	1	1	1	94715.24	0	0	0
831	32	2	146033.62	1	1	0	191260.74	0	0	0
767	43	1	76408.85	2	1	0	77837.63	0	0	1
794	54	1	75900.84	1	1	1	192154.66	1	0	0
456	29	5	107000.49	1	1	1	153419.62	0	0	1
672	34	9	0.0	2	1	0	161800.77	0	0	1
470	25	8	127974.06	2	1	1	183259.35	0	0	0
784	33	10	0.0	2	1	0	162022.47	0	1	1
806	67	1	0.0	2	0	1	103945.58	0	0	0
651	53	7	0.0	2	1	1	130132.41	0	0	1
765	45	2	91549.78	1	1	1	47139.44	0	1	1
595	33	9	0.0	2	1	1	41447.86	0	0	0
687	26	6	0.0	2	1	1	32909.13	0	0	0
744	29	6	123737.04	2	1	0	141558.04	1	0	1
807	40	1	134590.21	1	1	1	46253.65	1	0	0
812	38	3	127117.8	2	1	1	174822.74	0	1	1
788	36	10	109632.85	1	1	1	16149.13	0	1	1
581	27	5	102258.11	2	1	0	194681.6	0	0	0
598	34	4	0.0	2	0	0	60894.26	0	0	0
629	34	6	0.0	2	1	0	190347.72	0	1	1
610	31	6	107784.65	1	1	1	141137.53	0	0	0
756	37	3	132623.6	1	1	1	58974.0	0	0	1
624	71	7	0.0	2	1	1	108841.83	0	0	1
606	40	9	95293.86	2	0	1	96985.58	1	0	1
850	31	4	0.0	2	0	0	152298.28	0	0	1
556	26	4	0.0	1	1	0	195167.38	0	0	1
696	27	2	96129.32	2	1	1	5983.7	1	0	0
727	34	2	146407.11	1	1	1	72073.72	1	0	1
573	32	9	125321.84	2	1	1	130234.63	0	0	0
667	36	1	114391.62	1	1	1	53412.54	1	0	0
601	35	8	71553.83	1	1	0	177384.45	1	0	1
681	38	2	99811.44	2	1	0	23531.5	0	1	1
829	26	8	101440.36	2	1	1	19324.5	0	1	0
506	32	3	0.0	1	1	1	80823.02	0	0	0
484	40	7	106901.42	2	0	0	118045.98	1	0	1
517	41	2	0.0	2	0	1	75937.47	0	0	1
536	39	4	0.0	2	1	0	27150.35	0	0	1
737	70	9	87542.89	2	1	1	42576.86	0	0	0
650	34	4	106005.54	1	0	1	142995.32	0	0	1
725	35	7	75915.75	1	1	0	150507.43	0	0	1
584	28	10	0.0	2	1	0	19834.32	0	0	1
828	28	8	134766.85	1	1	0	79355.87	0	1	1
721	46	7	137933.39	1	1	1	67976.57	0	1	0
605	34	2	0.0	1	0	0	35982.42	0	0	0
675	33	6	0.0	2	1	0	34045.61	0	0	0
666	46	5	123873.19	1	1	1	177844.06	0	0	1
611	68	5	82547.11	2	1	1	146448.01	0	0	1
739	40	1	109681.61	1	1	1	193321.3	0	1	1
428	31	2	0.0	2	1	0	54487.43	0	0	0
653	35	9	0.0	2	1	1	45956.05	0	1	1
443	29	9	99027.61	2	1	0	10940.4	1	0	0
589	34	6	0.0	2	1	1	177896.92	0	0	1
679	35	1	130463.55	2	1	1	37341.17	1	0	1
749	36	7	0.0	2	0	0	80134.65	0	1	1
746	33	2	107868.14	2	1	1	146192.4	1	0	0
654	24	8	145081.73	1	1	1	130075.07	0	0	0
555	26	7	0.0	2	1	0	93122.41	0	0	0
549	38	8	107283.4	1	0	0	157442.75	0	0	0
640	29	3	0.0	2	1	0	2743.69	0	0	0
584	40	4	82441.75	1	0	0	80852.11	0	0	0
692	49	9	0.0	2	1	0	178342.63	0	1	0
573	31	0	134644.19	1	1	1	70381.49	1	0	1
658	32	8	0.0	1	1	1	80410.68	0	0	1
560	26	3	116576.45	1	1	0	157567.37	0	1	0
588	30	3	115007.08	1	0	0	176858.5	0	0	1
628	39	8	107553.33	1	1	0	117523.41	0	1	0
717	48	7	123764.95	1	1	1	169952.82	0	0	1
656	30	4	74323.2	1	1	1	22929.08	0	0	0
646	29	4	105957.44	1	1	0	15470.91	1	0	0
518	35	8	141665.63	1	0	1	192776.64	1	0	0
696	60	8	88786.81	1	1	1	196858.4	0	1	1
643	34	7	0.0	2	0	1	100304.13	0	0	1
648	34	3	95039.73	2	1	1	147055.87	1	0	1
539	40	7	81132.21	1	1	0	167289.82	0	0	0
790	29	3	46057.96	2	1	1	189777.66	0	1	1
518	45	9	105525.65	2	1	1	73418.29	0	0	0
641	35	5	0.0	2	1	0	93148.93	0	0	1
811	45	5	0.0	2	1	1	146123.19	0	0	0
776	37	1	93124.04	2	1	1	196079.32	1	0	0
645	49	8	0.0	2	1	0	162012.6	0	1	1
765	43	9	157960.49	2	0	0	136602.8	0	0	1
733	64	3	0.0	2	1	1	75272.63	0	0	1
659	39	8	52106.33	2	1	1	107964.36	1	0	1
716	40	3	0.0	2	0	1	167636.15	0	0	0
554	48	7	0.0	2	1	1	63708.07	0	0	0
588	34	6	121132.26	2	1	0	86460.28	0	1	1
809	36	9	68881.59	2	0	1	109135.11	0	0	1
631	35	8	129205.49	1	1	1	79146.36	0	0	1
745	36	8	145071.24	1	0	0	6078.46	1	0	1
548	39	7	131468.44	1	1	0	164975.82	0	1	1
474	37	3	0.0	2	0	0	57175.32	0	1	1
726	56	2	105473.74	1	1	1	46044.7	0	1	0
845	41	2	81733.74	2	0	0	199761.29	1	0	0
802	31	1	125013.72	1	1	1	187658.09	1	0	1
636	30	8	141787.31	2	1	1	109685.61	1	0	1
666	36	4	120165.4	2	1	0	33701.5	0	0	1
743	30	1	127023.39	1	1	1	138780.89	0	0	0
562	48	3	92347.96	1	1	1	163116.75	0	0	1
723	45	4	0.0	2	1	0	37214.39	0	1	0
828	41	7	0.0	2	1	0	171378.77	0	0	0
724	36	1	0.0	2	1	0	52462.25	0	1	1
604	34	3	0.0	2	1	0	38587.7	0	1	0
622	31	7	0.0	1	1	0	35408.77	0	0	1
757	28	7	120911.75	2	1	1	131249.46	0	0	1
712	29	3	102540.61	1	1	1	189680.79	0	0	1
667	42	9	0.0	2	0	1	58137.42	0	0	1
625	31	5	0.0	2	0	1	90.07	0	0	1
518	59	5	138772.15	1	0	1	123872.0	0	0	1
701	23	5	186101.18	2	1	1	76611.33	1	0	1
637	33	0	132255.99	2	0	1	74588.41	0	0	1
725	40	8	104149.66	1	1	0	62027.9	1	0	1
627	30	4	79871.02	2	1	0	129826.89	1	0	0
615	33	3	137657.25	2	1	1	171657.57	1	0	0
775	51	2	123783.25	1	1	1	134901.57	1	0	1
754	34	7	0.0	2	1	1	65219.85	0	0	1
511	41	8	153895.65	1	1	1	39087.42	1	0	0
600	26	6	108909.12	1	1	0	82547.01	0	0	0
526	30	9	0.0	2	0	0	100995.68	0	0	1
422	33	2	0.0	2	1	0	102655.31	0	0	0
522	34	3	0.0	2	1	1	3894.34	0	0	0
782	23	10	98052.66	1	1	1	142587.32	0	1	1
655	56	5	0.0	2	1	1	41782.7	0	1	0
582	40	9	0.0	3	1	1	60954.45	0	0	0
721	57	1	0.0	1	1	1	195940.96	0	1	1
604	31	6	134837.58	1	1	0	192029.19	0	0	1
637	41	2	0.0	2	0	1	102515.42	0	0	1
600	40	1	141136.79	1	1	1	67803.83	0	0	1
747	27	10	0.0	2	0	0	13007.89	0	0	1
672	21	3	165878.76	2	1	1	164537.17	1	0	0
785	31	2	121691.54	2	0	0	81778.72	0	1	0
796	67	5	0.0	2	0	1	54871.02	0	1	1
660	29	6	180520.29	1	1	1	123850.58	1	0	0
602	72	3	0.0	2	1	1	171260.66	0	0	0
678	40	3	128398.38	1	1	0	168658.3	0	1	0
631	36	1	0.0	2	0	0	133141.34	0	0	1
653	27	6	107751.68	2	1	1	33389.42	0	1	0
513	34	7	60515.13	1	0	0	124571.09	1	0	1
682	40	4	0.0	1	0	1	105352.55	0	0	1
582	32	1	88938.62	1	1	1	10054.53	1	0	1
651	41	4	38617.2	1	1	1	104876.8	0	0	0
442	34	4	0.0	2	1	0	68343.08	0	0	1
577	28	7	0.0	1	1	0	143274.41	0	1	1
609	37	6	0.0	2	0	1	22030.72	0	0	1
587	47	6	71026.77	1	1	0	57962.41	0	0	1
444	34	2	144318.97	1	1	0	112668.06	0	0	1
776	31	2	0.0	2	1	1	112349.51	0	0	0
705	48	0	0.0	2	0	0	149772.61	0	0	0
751	34	9	108513.25	2	1	1	27097.82	1	0	1
672	28	4	167268.98	1	1	1	169469.3	0	0	1
645	55	1	133676.65	1	0	1	17095.49	0	1	0
807	33	10	101952.97	2	1	0	178153.65	0	0	1
631	33	2	0.0	2	1	1	158268.84	0	1	1
691	38	9	163965.69	2	0	1	103511.26	1	0	1
761	34	2	0.0	2	1	0	61251.25	0	1	0
733	32	5	0.0	2	1	0	131625.14	0	1	0
671	58	1	178713.98	1	1	1	21768.21	0	1	1
649	46	2	0.0	2	1	1	66602.7	0	0	0
651	33	1	96834.78	1	1	0	108764.69	0	0	0
759	33	9	160541.36	2	0	0	93541.14	0	0	0
517	37	5	113308.84	1	0	1	31517.16	0	0	1
607	32	7	0.0	3	0	1	10674.62	0	1	0
642	41	4	157777.58	1	1	0	67484.6	1	0	1
642	25	7	0.0	2	1	0	102083.78	0	0	1
811	47	3	123365.34	2	0	0	171995.34	0	0	0
694	39	9	0.0	2	0	0	99924.04	0	1	0
597	52	8	83693.34	2	1	1	161083.53	1	0	1
649	51	4	0.0	1	1	1	150390.57	0	1	1
823	44	1	0.0	2	0	1	182495.7	0	0	0
634	25	9	0.0	2	1	1	8227.91	0	1	1
602	35	7	90602.42	2	1	1	51695.41	1	0	1
794	24	10	146126.75	1	1	1	88992.05	0	0	1
522	30	3	0.0	2	1	0	145490.85	0	1	1
786	34	9	0.0	2	1	0	117034.32	0	1	0
615	51	6	81818.49	1	1	1	169149.38	0	1	1
692	46	2	0.0	2	1	1	105983.09	0	1	1
808	39	3	124216.93	1	0	1	171442.36	1	0	1
572	26	5	0.0	2	1	0	119381.41	0	1	0
715	21	6	76467.16	1	1	1	173511.72	0	0	1
536	35	8	0.0	2	1	0	64833.28	0	0	1
696	43	4	114091.38	1	0	1	159888.1	1	0	1
521	37	5	105843.26	2	1	1	84908.2	0	0	1
679	33	4	96110.22	1	1	0	1173.23	0	1	1
707	44	3	0.0	2	1	1	135077.01	0	1	1
638	62	4	108716.59	2	1	1	74241.09	1	0	1
661	38	7	143006.7	1	1	1	15650.89	0	1	1
667	27	3	106116.5	2	1	0	3674.71	1	0	0
590	38	9	0.0	2	1	1	148750.16	0	1	0
512	75	2	0.0	1	1	0	123304.62	0	0	0
704	39	5	0.0	1	1	0	6416.92	0	0	1
613	27	5	125167.74	1	1	0	199104.52	0	0	0
811	35	7	0.0	1	1	1	178.19	0	0	0
681	43	8	154100.3	1	0	0	114659.81	0	0	0
632	40	3	193354.86	2	1	0	149188.41	0	0	1
642	30	5	129753.69	1	1	0	582.53	1	0	0
642	32	3	0.0	2	1	1	88698.83	0	0	1
610	27	4	87262.4	2	1	0	182720.07	0	0	0
587	33	6	132603.36	1	1	0	55775.72	1	0	1
678	38	3	0.0	2	1	0	66561.6	0	0	1
614	38	4	72594.0	1	1	1	76042.48	0	0	0
761	27	8	0.0	2	1	0	63297.7	0	1	1
669	33	9	0.0	2	0	1	107221.03	0	0	0
690	36	10	91760.11	1	1	1	135784.94	0	1	0
684	35	3	137179.39	1	1	1	37264.11	0	0	1
557	42	4	0.0	2	0	1	86642.38	0	1	1
669	26	4	0.0	2	1	1	197594.34	0	0	1
717	50	9	90305.76	1	1	1	124626.57	0	0	1
613	32	0	0.0	2	0	1	126675.62	0	1	0
547	38	5	167539.97	1	0	1	159207.34	0	0	0
712	49	5	154776.42	2	0	0	196257.68	1	0	0
685	23	8	0.0	2	1	1	112239.03	0	0	1
689	39	4	0.0	2	1	0	196112.45	0	0	1
574	36	3	0.0	2	1	1	8559.66	0	1	1
711	41	3	0.0	2	1	1	193747.57	0	0	1
700	37	3	77608.46	2	1	1	175373.46	0	0	1
627	48	1	132759.8	1	1	0	78899.22	0	1	1
555	40	10	139930.18	1	1	1	105720.09	0	0	1
647	47	10	99835.17	1	0	1	89103.05	0	1	1
545	32	6	0.0	2	1	1	52067.37	0	0	0
773	25	2	135903.33	1	1	0	73656.38	0	0	1
641	26	4	91547.84	2	0	1	28157.34	0	0	0
796	32	5	102773.15	2	0	1	117832.88	0	1	1
534	38	3	0.0	1	0	0	143938.27	0	0	1
645	37	7	0.0	2	1	0	13589.93	0	1	0
594	28	5	185013.02	1	1	0	16481.12	1	0	1
607	24	2	109483.54	2	0	1	127560.77	1	0	0
679	36	6	147733.64	1	0	1	172501.38	0	0	1
715	37	9	165252.52	1	1	0	85286.3	0	0	1
785	33	5	136624.6	2	1	1	169117.74	1	0	0
733	42	9	150507.21	1	0	1	169964.12	0	0	1
744	32	4	96106.83	1	1	1	79812.77	1	0	1
645	37	1	0.0	2	1	1	68987.55	0	0	0
577	46	1	0.0	1	1	1	158750.53	0	0	0
699	35	2	167455.66	2	1	1	55324.49	0	1	1
616	44	7	193213.02	2	1	1	137392.77	0	1	0
569	25	9	173459.45	2	1	1	44381.06	1	0	1
573	72	8	98765.84	1	1	1	96015.53	0	1	0
714	26	3	119545.48	2	1	0	65482.94	1	0	1
749	30	1	0.0	2	0	1	126551.65	0	0	1
520	31	4	93249.4	1	1	0	77335.75	0	0	1
757	44	4	123322.15	1	1	0	137136.29	0	0	0
457	33	7	127837.54	1	0	1	60013.17	0	0	0
512	39	3	0.0	1	1	0	134878.19	0	1	1
606	53	1	109330.06	1	1	1	75860.01	0	1	0
572	31	5	98108.79	1	0	1	119996.95	0	1	1
437	26	1	120923.52	1	0	1	78854.57	0	0	0
656	27	3	150905.03	2	1	0	16998.72	1	0	0
432	27	6	62339.81	2	0	0	53874.67	0	0	0
747	21	4	81025.6	2	1	0	167682.57	0	0	0
667	37	9	71786.9	2	1	1	67734.79	0	0	0
575	40	5	0.0	2	1	1	122488.59	0	0	1
625	69	1	107569.96	1	1	1	182336.45	0	1	0
649	33	2	0.0	2	1	0	2010.98	0	0	1
608	41	1	83807.86	1	0	1	112542.58	0	1	0
547	31	9	0.0	2	0	0	99294.22	0	1	0
669	25	7	157228.61	2	1	0	124382.9	0	1	1
741	37	9	105261.76	2	1	1	149503.54	0	0	1
740	37	5	0.0	2	1	1	27528.4	0	0	0
656	68	7	153545.11	1	1	1	186574.68	1	0	1
600	50	6	94684.27	1	1	1	50488.91	0	1	0
726	24	6	0.0	2	1	1	54724.03	0	0	0
688	29	1	0.0	2	1	0	154695.57	0	0	1
672	47	1	0.0	1	0	0	91574.92	0	0	1
451	23	9	0.0	2	0	1	48021.71	0	1	0
525	35	7	165358.77	1	0	1	94738.54	0	0	1
476	34	10	0.0	2	1	0	26260.98	0	0	0
725	29	6	0.0	2	1	1	190776.83	0	0	0
619	29	5	0.0	2	1	0	194310.1	0	0	1
501	27	4	95331.83	2	1	0	132104.76	1	0	1
850	37	7	153147.75	1	1	1	152235.3	0	0	0
530	37	4	0.0	2	1	1	164844.37	0	1	1
634	35	3	0.0	2	1	1	19515.48	0	1	1
798	34	9	154495.79	1	1	0	191395.88	0	0	1
419	27	2	121580.42	1	0	1	134720.51	0	1	0
606	45	5	63832.43	1	1	1	93707.8	1	0	1
492	39	10	124576.65	2	1	0	148584.61	1	0	1
614	43	6	0.0	2	1	1	109041.53	0	0	0
501	42	9	114631.23	1	0	1	91429.74	0	0	1
686	41	7	152105.57	2	0	1	132374.41	0	0	0
661	42	3	0.0	2	1	0	35989.41	0	1	0
569	31	1	115406.97	1	0	0	145528.22	0	1	1
601	44	4	0.0	2	1	0	58561.31	0	1	0
543	64	4	0.0	2	1	1	148305.82	0	0	1
567	37	7	0.0	2	1	1	28690.9	0	0	0
792	36	5	92140.15	1	0	1	67468.67	0	1	1
697	74	3	108071.36	2	1	1	16445.79	1	0	0
784	38	10	122267.85	1	0	0	145759.93	0	1	1
678	61	8	0.0	2	1	1	159938.82	0	1	0
738	49	6	106770.82	1	1	0	123499.27	0	0	1
629	32	2	0.0	2	0	1	77965.44	0	0	1
577	33	6	0.0	2	1	0	57975.8	0	1	0
687	38	0	144450.58	1	0	1	137276.83	0	0	1
693	34	10	107556.06	2	0	0	154631.35	0	1	0
657	41	5	95858.37	1	1	1	68255.88	0	0	0
534	35	2	81951.74	2	1	0	115668.53	0	0	1
575	29	4	121823.4	2	1	1	50368.87	0	0	1
663	33	8	122528.18	1	1	0	196260.3	0	1	0
481	28	10	0.0	2	1	0	145215.96	0	0	0
499	46	6	0.0	2	1	0	73457.55	0	0	0
479	35	2	113090.4	1	1	0	195649.79	0	0	0
695	31	8	0.0	2	0	1	131644.41	0	1	0
681	37	6	121231.39	1	1	1	146366.08	0	1	0
582	33	6	0.0	2	0	1	72970.93	0	1	1
696	28	8	0.0	1	0	0	176713.47	0	1	1
655	60	3	0.0	2	1	1	86981.45	0	0	0
650	23	4	93911.3	2	1	0	69055.45	1	0	1
527	37	5	93722.73	2	1	1	139093.73	0	1	1
776	35	8	106365.29	1	1	1	148527.56	0	1	1
731	29	5	179539.2	1	0	0	112010.02	0	0	1
665	51	2	0.0	1	0	0	53353.36	0	0	1
842	44	2	112652.08	2	1	0	126644.98	0	1	0
591	39	8	0.0	2	0	0	42392.24	0	1	1
611	30	9	0.0	2	1	1	148887.69	0	0	1
660	38	7	0.0	2	0	1	146585.53	0	0	1
628	29	9	71996.29	1	1	1	34857.46	0	0	0
584	38	1	115341.55	1	0	1	173632.92	0	0	1
793	29	8	96674.55	2	0	0	192120.66	0	1	1
444	40	5	84350.07	1	1	0	143835.76	0	0	0
643	43	1	0.0	2	1	1	145764.4	0	1	1
455	27	5	155879.09	2	0	0	70774.97	0	0	0
487	24	7	133628.09	2	1	1	98570.01	0	0	1
835	29	10	130420.2	2	0	0	106276.55	1	0	0
606	42	10	0.0	2	1	0	177938.52	0	1	1
422	54	4	0.0	2	1	1	7166.71	0	1	0
787	35	1	106266.8	1	1	1	16607.15	0	0	0
619	52	8	124099.13	1	0	0	23904.52	1	0	0
590	30	3	0.0	2	1	0	83090.35	0	1	1
736	28	2	0.0	2	1	1	117431.1	0	1	0
758	41	10	79857.64	1	1	1	78088.17	1	0	1
595	31	4	0.0	2	1	0	189995.86	0	0	1
653	30	2	88243.29	2	1	1	96658.26	0	1	0
671	48	6	119769.77	1	0	1	66032.65	0	0	0
599	51	0	0.0	1	1	1	175235.99	0	1	1
614	25	10	75212.28	1	1	0	58965.04	0	1	0
541	46	4	124547.13	2	1	0	94499.06	0	0	1
746	37	2	0.0	2	1	0	143194.05	0	0	1
561	49	8	0.0	2	1	1	12513.07	0	0	0
643	41	7	154902.66	1	1	1	49667.28	1	0	1
741	36	3	0.0	2	1	1	89804.83	0	0	0
619	38	10	84651.79	1	1	1	184754.26	1	0	1
591	35	2	90194.34	2	1	0	57064.57	1	0	0
755	30	6	154221.37	2	0	1	62688.55	1	0	0
698	41	3	90605.29	1	1	1	14357.0	0	0	1
589	46	9	0.0	2	1	0	170676.67	0	0	1
469	35	5	0.0	2	1	0	186490.37	0	1	1
605	41	10	0.0	2	0	1	97213.09	0	0	1
729	44	6	0.0	2	1	0	151733.43	0	0	1
665	38	5	0.0	2	1	0	156439.56	0	0	0
534	53	7	0.0	2	1	1	80619.17	0	0	0
521	22	10	0.0	1	1	1	101311.95	0	1	0
618	40	8	0.0	2	1	0	80204.38	0	1	0
478	32	6	71187.24	1	1	1	110593.62	0	0	0
546	25	3	132837.7	1	1	0	131647.31	1	0	0
671	34	7	106603.74	2	1	1	26387.71	0	0	1
777	44	3	124655.59	2	0	1	79792.3	1	0	1
630	43	9	0.0	2	1	1	34338.04	0	0	1
604	23	9	124577.33	1	1	1	7267.25	0	1	1
694	39	5	77652.4	1	1	1	25407.59	0	0	1
591	46	4	129269.27	1	1	0	163504.33	1	0	1
588	40	5	0.0	2	0	0	100727.68	0	0	1
507	34	4	0.0	2	1	1	60688.38	0	1	0
711	37	8	113899.92	1	0	0	80215.2	0	0	0
821	31	2	68927.57	1	1	1	25445.0	1	0	0
694	33	4	129731.64	2	1	0	178123.86	0	0	0
663	64	6	0.0	2	0	1	15876.52	0	1	1
643	39	7	0.0	2	1	1	170392.59	0	0	1
703	31	6	0.0	2	1	1	67667.19	0	1	1
510	50	7	123936.54	1	1	1	23768.01	1	0	0
525	30	5	0.0	2	0	1	149195.44	0	1	0
738	38	5	177997.07	1	0	1	19233.41	0	1	1
801	46	6	0.0	2	1	1	170008.74	0	1	0
526	42	1	0.0	1	0	1	168486.02	0	0	1
847	31	5	0.0	2	1	1	76326.67	0	1	1
757	34	9	101861.36	2	0	0	187011.96	1	0	0
620	29	3	0.0	2	0	1	153392.28	0	0	0
504	42	3	134936.97	2	0	0	135178.91	0	0	1
764	39	1	129068.54	2	1	1	187905.12	0	0	0
624	35	2	0.0	2	1	0	87310.59	0	1	1
661	35	5	128415.45	1	1	0	142626.49	0	1	0
753	48	4	0.0	2	0	1	146821.42	0	0	1
763	31	4	0.0	2	0	0	50404.72	0	0	0
705	32	7	0.0	2	1	0	7921.57	0	0	1
546	20	6	0.0	1	0	1	20508.85	0	0	0
652	42	3	83492.07	2	1	0	37914.12	0	1	0
799	22	8	174185.98	2	0	1	192633.85	0	0	0
545	47	5	0.0	2	1	1	38970.14	0	1	0
589	50	5	144895.05	2	1	1	34941.23	1	0	0
802	51	7	0.0	1	0	1	40855.79	0	1	1
850	29	10	0.0	2	1	1	94815.04	0	1	0
612	39	5	170288.38	1	1	1	59601.15	0	1	1
709	37	8	0.0	3	1	0	71738.56	0	1	0
628	40	10	0.0	2	1	0	103832.58	0	1	1
512	40	8	153537.57	2	0	0	23101.13	1	0	0
773	33	10	0.0	1	1	1	98820.09	0	1	0
850	26	8	123126.29	1	1	0	74425.41	1	0	0
788	39	3	135139.33	1	0	1	113086.08	0	0	0
492	30	10	77168.87	2	0	1	146700.22	1	0	0
472	29	8	102490.27	1	0	1	181224.56	0	0	1
585	54	8	87105.32	1	1	1	55346.14	0	0	1
850	38	5	0.0	2	1	0	16491.64	0	0	1
798	28	3	0.0	2	1	0	2305.27	0	0	1
775	25	10	60205.2	2	1	0	14073.11	1	0	1
607	36	4	98266.3	1	1	1	46416.36	0	1	0
721	43	3	88798.34	1	0	0	45610.63	0	1	1
607	47	4	148826.32	1	1	1	79450.61	1	0	1
649	41	3	130931.83	1	1	1	144808.37	0	0	0
651	65	0	0.0	2	1	1	190454.04	0	0	0
527	32	0	0.0	1	1	0	109523.88	0	0	1
780	71	9	142550.25	2	1	1	122506.78	1	0	1
691	30	9	0.0	1	1	0	49594.02	0	0	1
774	26	2	93844.69	1	1	0	28415.36	0	0	1
655	72	5	138089.97	2	1	1	99920.41	1	0	0
850	40	4	166082.15	2	0	1	44406.17	1	0	1
537	41	0	0.0	2	0	1	175262.49	0	0	0
571	66	9	111577.01	1	0	1	189271.9	1	0	0
636	34	2	40105.51	2	0	1	53512.16	1	0	1
637	30	6	122641.56	2	1	0	65618.01	1	0	1
728	39	6	152182.83	1	0	0	161203.6	1	0	1
499	39	6	0.0	2	1	1	81409.0	0	1	1
523	34	7	0.0	2	1	0	62030.06	0	1	1
594	38	6	63176.44	2	1	1	14466.08	1	0	1
415	32	5	145807.59	1	1	1	3064.65	0	0	1
645	49	4	160133.88	1	0	1	88391.97	1	0	1
836	32	4	109196.67	2	1	0	55218.02	1	0	0
523	39	3	0.0	2	1	0	6726.53	0	0	1
629	40	9	0.0	1	1	0	106.67	0	0	1
520	30	3	143396.54	2	1	1	898.51	0	0	1
696	51	5	0.0	2	1	0	55022.43	0	1	0
697	42	9	132739.26	2	0	0	174667.65	0	0	1
595	37	2	157084.99	1	1	0	134767.13	0	1	1
430	35	1	118894.22	1	0	0	2923.61	0	0	1
518	38	3	90957.81	1	0	1	162304.59	0	0	1
643	41	2	127841.52	1	1	0	172363.41	1	0	1
633	59	5	0.0	1	1	1	137273.97	0	0	1
526	66	7	132044.6	2	1	1	158365.89	0	1	1
739	36	0	0.0	2	0	0	133465.57	0	0	0
661	31	3	133964.3	1	1	1	166187.1	0	0	0
818	31	1	186796.37	1	0	0	178252.63	0	0	0
687	38	4	117633.28	1	0	1	88396.6	1	0	1
699	43	2	136487.86	2	1	0	82815.93	0	1	1
663	34	10	0.0	1	1	1	114083.73	0	0	1
651	26	5	147037.32	1	0	0	141763.26	1	0	1
632	43	2	100013.51	1	1	0	24275.32	0	0	1
673	44	8	133444.97	1	0	1	5708.19	0	0	0
684	39	4	139723.9	1	1	1	120612.11	0	1	0
