id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27183907,Guestohouse Sheena & Ippei （SAKURA-Economy room-）,196519298,Sheena And Ippei,,Toshima Ku,35.72695,139.69402,Private room,15500,2,142,2024-12-27,1.85,4,108,38,Hotels and Inns Business Act | 豊島区池袋保健所 | 27豊池保衛環き第118号
27187231,Guestohouse Sheena & Ippei （YAMABUK-bunk bed room）,196519298,Sheena And Ippei,,Toshima Ku,35.72839,139.69407,Private room,,2,65,2023-04-05,0.84,4,91,0,Hotels and Inns Business Act | 豊島区池袋保健所 | 27豊池保衛環き第118号
27203058,Exsaison Sugamo 504,202883274,Konatsu,,Toshima Ku,35.73198,139.73932,Hotel room,16460,1,70,2024-12-25,0.92,5,44,20,Hotels and Inns Business Act | 東京都池袋保健所 | ３０豊池保衛環き第４０号
27205199,【101】Shinjyuku area /4 mins from the sta/ wifi,48803190,Machiko,,Shinjuku Ku,35.69923,139.70422,Entire home/apt,28000,1,98,2024-12-24,1.26,4,346,19,M130004381
27207324,[CH2A] Shinjuku/Shin-Okubo 5 min from Sta.,269182185,Sumifuku,,Shinjuku Ku,35.70054,139.7073,Entire home/apt,36033,1,126,2024-11-19,1.68,23,51,8,M130002548
27208744,48㎡/MAX 5guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,31314,1,275,2024-12-22,3.58,6,105,81,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第136号
27210531,"Tokyo-skytree direcr/Narita,Haneda aireport /clean",204921681,Tei,,Sumida Ku,35.71136,139.81664,Private room,79714,2,104,2024-10-14,1.42,3,186,12,Hotels and Inns Business Act | 東京都墨田区 | 31墨福衛生環第419号
27210644,3 min. frm Shin-Okubo. Simple&Stylish. Upto 2 ppl.,122932651,Hiroko,,Shinjuku Ku,35.70224,139.702,Entire home/apt,21143,1,118,2024-12-17,1.53,2,7,21,M130005970
27210789,302#Easy access in Tokyo Skytree! Max5,194644352,Daigo,,Sumida Ku,35.70549,139.81591,Entire home/apt,26400,2,190,2024-12-23,2.45,4,156,43,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環第118号
27210817,78㎡/MAX 9guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,53700,1,369,2024-12-25,4.79,6,72,63,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第253号
27211161,48㎡/MAX 4guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,38571,1,213,2024-12-12,2.77,6,101,56,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第136号
27219433,"Central Tokyo, traditional real Japanese room!",169464874,Etao,,Chuo Ku,35.68419,139.7849,Private room,42571,3,35,2024-12-18,0.51,6,134,18,Hotels and Inns Business Act | 中央区保健所 | 28中保生環き第27号
27239193,[S5B] Brand New StudioShinjuku/Shin-Okubo 5 min,269182185,Sumifuku,,Shinjuku Ku,35.70191,139.7072,Entire home/apt,30305,1,59,2024-10-17,0.79,23,69,6,M130005975
27239504,Brand New StudioShinjuku/Shin-Okubo 5 min[CH302],269182185,Sumifuku,,Shinjuku Ku,35.70148,139.7085,Entire home/apt,37833,1,50,2024-11-11,0.66,23,70,7,M130005973
27249421,【SALE】Great Access to Shibuya & Shinjuku Area/9PPL,37562047,Kazutaka&Megumi,,Shibuya Ku,35.68619,139.67968,Entire home/apt,61250,2,177,2024-12-11,2.32,6,256,22,Hotels and Inns Business Act | 東京都渋谷区保健所 | ３１渋健生収第１５７４号
27281463,"Shibuya station 5min. QCQC studio, Yellow",771694,Qcqc,,Shibuya Ku,35.65927,139.69603,Entire home/apt,34714,3,100,2024-12-23,1.28,6,332,14,M130005128
27313513,[Shinjuku 7min120m2 3Bedroom] Shinjuku 3F -4F/A108,204098414,さくら,,Nakano Ku,35.69262,139.67352,Entire home/apt,82857,2,133,2024-08-19,1.73,3,62,18,Hotels and Inns Business Act | 中野区保健所 | 28中環生環第263号
27314257,①Retro 2BR JPN apartment w/ gardenーIkebukuro area,199132127,Akina,,Nerima Ku,35.7481,139.66407,Entire home/apt,19571,2,111,2024-12-25,1.44,8,79,42,M130004812
27314484,③Nostalgic JPN apt w/ garden direct to Shibuya,199132127,Akina,,Nerima Ku,35.74691,139.66401,Entire home/apt,19571,2,107,2024-12-19,1.37,8,102,38,M130004814
27314615,⑤Nostalgic JPN apt w/ garden direct to Shibuya,199132127,Akina,,Nerima Ku,35.7488,139.66441,Entire home/apt,17857,2,96,2024-12-13,1.25,8,102,43,M130004815
27339464,101Monthly Rent Tokyo-First Choice Sakurashinmachi,4838043,Robert,,Setagaya Ku,35.6316,139.653,Entire home/apt,,2,27,2024-09-30,0.35,48,0,2,M130002840
27342489,誠道館  ２０１／静かで出入り自由な完全個室（専用バス・トイレ）,17694529,Hisao,,Arakawa Ku,35.72672,139.78201,Entire home/apt,2900,1,217,2024-12-20,2.80,8,4,44,Hotels and Inns Business Act | 東京都荒川区保健所長 | ３０荒保衛環き（三）第１５号
27346787,"43min Narita,Haneda w/o transfer, max:8people",203206531,Asako,,Katsushika Ku,35.74616,139.85508,Entire home/apt,41314,2,145,2024-05-25,1.87,10,118,14,Hotels and Inns Business Act | 葛飾区保健所 | 31葛保生環第226号
27372568,11mins to Fussa station by train and 6mins walk!,13465066,Tomoyuki&Maki,,Akishima Shi,35.70528,139.37895,Entire home/apt,,4,32,2024-07-31,0.45,2,0,8,M130000081
27376550,Porthouse Shibuya(Twin room),180279177,Daichi,,Shibuya Ku,35.67788,139.67722,Private room,15364,1,150,2024-12-12,1.95,4,276,28,Hotels and Inns Business Act | 渋谷区保健所 | 30渋保生環旅第3号
27378720,★New★PDO INN Coffee & Open-air bath on the roof,206340329,Rintaro,,Toshima Ku,35.73373,139.69695,Private room,28286,2,278,2024-12-25,3.60,1,76,68,Hotels and Inns Business Act | 豊島区池袋保健所 | 30豊池保衛環き 第37号
27381329,Big house for groups KS-1,206353441,Hazuki,,Toshima Ku,35.72417,139.70924,Entire home/apt,,2,52,2024-06-17,0.67,1,2,3,Hotels and Inns Business Act | 豊島区池袋保健所 | 30豊池保衛環き第45号
27473319,Quiet House #Y2　Tokyo　Musashimurayama　FREE Wi-Fi,183501849,Yoshitomo,,Musashimurayama Shi,35.7555,139.39947,Private room,,1,24,2024-12-04,0.31,3,0,3,M130001549
27476247,SHINJUKU OKUBO SHINOKUBO GREEN HOUSE 藤FUJI 新宿大久保,115144847,Kaen,,Shinjuku Ku,35.70067,139.69498,Entire home/apt,13200,2,194,2024-12-28,2.50,3,163,53,Hotels and Inns Business Act | 東京都新宿保健所 | 31新保衛環第124号
27477275,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,柴田,,Chuo Ku,35.66805,139.77946,Entire home/apt,17814,1,144,2024-12-05,1.85,11,340,17,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27477564,★Free Wi-Fi★Close to TSUKIJI station,48474638,柴田,,Chuo Ku,35.66787,139.77801,Entire home/apt,17814,1,31,2024-10-26,0.40,11,360,11,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27477678,★Free Wi-Fi★ 5min walking to TSUKIJI station,48474638,柴田,,Chuo Ku,35.6683,139.77932,Entire home/apt,17814,1,8,2023-11-11,0.10,11,356,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27477910,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,柴田,,Chuo Ku,35.66841,139.77953,Entire home/apt,17814,1,22,2024-08-06,0.29,11,360,1,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27478269,★Free WiFi★New apartment! Very clean room!,48474638,柴田,,Chuo Ku,35.66818,139.77738,Entire home/apt,20814,1,53,2024-09-08,0.68,11,360,1,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27478318,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,柴田,,Chuo Ku,35.66792,139.77747,Entire home/apt,17814,1,23,2021-02-14,0.30,11,358,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27478414,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,柴田,,Chuo Ku,35.66778,139.77891,Entire home/apt,17814,1,88,2024-12-14,1.13,11,329,25,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27478531,NICE LOCATION NEAR GINZA and TSUKIJI fish market,48474638,柴田,,Chuo Ku,35.66803,139.77892,Entire home/apt,17814,1,65,2024-12-05,0.84,11,344,15,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27478645,★Free Wi-Fi★ Near GINZA&TSUKIJI!,48474638,柴田,,Chuo Ku,35.66786,139.77875,Entire home/apt,17814,1,45,2024-10-11,0.59,11,331,6,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27478833,★無料Wi-Fi、簡易キッチン完備★銀座・豊洲市場・ディズニーにアクセス◎,48474638,柴田,,Chuo Ku,35.66827,139.77908,Entire home/apt,17814,1,208,2024-12-12,2.68,11,321,41,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27479527,New building 2F #204~OHANA TOKYO HOUSE~,91758240,Maiko,,Adachi Ku,35.78204,139.76006,Private room,6069,3,75,2024-08-04,0.97,14,103,2,Hotels and Inns Business Act | 東京都足立保健所 | 31足足保生生収第323号
27492155,"Cool Penthouse Ikebukuro, Private Rooftop!",199874031,Chie,,Toshima Ku,35.7257,139.7101,Entire home/apt,21300,4,92,2024-11-15,1.19,6,29,18,M130005185
27493705,"Modern Penthouse Ikebukuro, Private Rooftop!",199874031,Chie,,Toshima Ku,35.7257,139.7101,Entire home/apt,24800,4,72,2024-11-26,0.93,6,8,21,M130005188
27506001,Lucky Hostel in Shinjuku 7,207114839,龍也,,Shinjuku Ku,35.70287385059859,139.6942955863724,Private room,4757,1,144,2024-12-18,1.86,6,186,51,Hotels and Inns Business Act | 新宿区保健所 | 30新保衛環第20号
27530652,Ikebukuro・Ueno! Akabane St 5min! 7PPL!(MS36),207664421,Plays,,Kita Ku,35.77356,139.72233,Entire home/apt,12472,2,147,2024-11-26,1.93,2,24,13,M130005391
27532181,Skytree/Asakusa! Yahiro st 9min! 11ppl! 2LDK(MS38),207678940,Plays,,Sumida Ku,35.73025,139.82469,Entire home/apt,15490,1,71,2024-11-17,0.92,2,5,16,M130005445
27560093,Shinjuku area 8 mins to Sta. Clean/Stylish,201210320,Ryosuke,,Shinjuku Ku,35.69669,139.70079,Entire home/apt,30000,1,86,2024-10-14,1.14,5,17,22,M130036879
27560704,Near Ikebukuro/Free Wi-Fi /2-person OK/R102,203632096,Yuri,,Toshima Ku,35.72567,139.68527,Entire home/apt,17286,3,53,2024-11-09,0.69,5,336,9,M130023165
27561470,Near Ikebukuro/Free Wi-Fi /3-person OK/202,203632096,Yuri,,Toshima Ku,35.72646,139.68595,Entire home/apt,28714,3,68,2024-12-16,0.91,5,204,15,M130023166
27562973,Elegant spacious modern JP-style 2BR in Akasaka 3F,9018856,Vivian,,Minato Ku,35.66805,139.7382,Entire home/apt,53363,3,149,2024-12-27,1.97,14,19,46,Hotels and Inns Business Act | 港区みなと保健所 | 30港み生環き第63号
27564241,Bilingual Couple Host 90% World Guest TokyoCentral,12014384,Toshio,,Arakawa Ku,35.7435,139.77256,Private room,20000,3,2,2023-01-01,0.03,6,364,0,Hotels and Inns Business Act | 荒川区保健所 | ２８荒保衛環き(三)第３号
27584401,Ueno Ameyokocho Family Room /上野 阿美橫町四人家庭/ON SALE,208138512,Elaine,,Taito Ku,35.70591,139.7805,Hotel room,28086,1,496,2024-12-17,6.55,9,146,210,Hotels and Inns Business Act | 台東区台東保健所 | 30台台健生環き第６号
27585078,SN01 新宿駅から電車で6分！無料Wi-Fi完備！最大6人まで宿泊可能,208140260,Tarou,,Nakano Ku,35.69846,139.67132,Entire home/apt,,1,105,2022-09-25,1.35,4,0,0,Hotels and Inns Business Act | 東京都中野区保健所 | 31中健衛環第164号
27589904,Shinjuku 10min! Numabukuro st 1min! 7ppl!(MS32),208180651,Plays,,Nakano Ku,35.7201,139.66659,Entire home/apt,28852,1,118,2024-11-10,1.55,2,2,28,M130020893
27598461,"2BR-Easy access to Airport, Skytree, Asakusa, Ueno",30706521,Yong,,Katsushika Ku,35.7451286315918,139.85055541992188,Entire home/apt,22943,1,99,2024-12-17,1.29,4,91,24,Hotels and Inns Business Act | 葛飾区保健所 | 2葛保生環令第3号
27599117,"AloBnB 1 - Self check in - Near Ueno, Akihabara",208210870,Alo,,Taito Ku,35.70437,139.77928,Entire home/apt,42971,2,38,2024-12-02,0.50,11,80,7,M130008461
27610593,Hotel EL Shinjuku2  / 2Bathrooms /Free parking,74022439,Chie,,Shinjuku Ku,35.70028,139.70418,Entire home/apt,,1,167,2024-12-03,2.21,11,210,38,Hotels and Inns Business Act | 新宿区保健所 | 31新保衛環第99号
27612010,Nui. HOSTEL & BAR LOUNGE Standard Double room,194071713,Nui.,,Taito Ku,35.7044,139.79443,Private room,,1,0,,,6,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
27620267,OPEN SALE　新宿御苑駅前徒歩６分　歌舞伎町近い　完全個室　FREEWiFi(ポータブル),208420548,ライト,,Shinjuku Ku,35.69141,139.71142,Entire home/apt,11571,3,96,2024-11-30,1.25,2,14,7,M130005918
27637842,Long stay Shinjuku area/20㎡/free wifi #15,18132812,Kazumi,,Shinjuku Ku,35.69467817100713,139.7171426032427,Entire home/apt,70000,30,67,2024-09-12,0.87,5,118,3,M130033299
27643767,Near Asakusa/Sky Tree! 4LDK! 16ppl!(MS34),208610149,Plays,,Sumida Ku,35.70299,139.81007,Entire home/apt,33857,2,205,2024-12-13,2.71,1,155,48,Hotels and Inns Business Act | 墨田区保健所 | ３１墨福衛生環第２９６号
27644343,Family group bed room from nakai  station IN 1 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Private room,,1,0,,,22,0,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
27645855,Akihabara 2St! Ryogoku St 1MIN! 10PPL! 2DLK(MS37),199839778,Plays,,Sumida Ku,35.69529092147417,139.7920798941675,Entire home/apt,33845,1,328,2024-12-15,4.27,2,87,51,Hotels and Inns Business Act | 東京都墨田区保健所 | 30墨福衛生環　第121号
27663746,Shibuya Anon #B204 8min/3ppl,58033573,Anon,,Shibuya Ku,35.65437,139.71071,Entire home/apt,40800,1,66,2024-12-24,0.85,7,274,9,M130005926
27663790,Home-like hotel near Skytree/7 beds/2 mins to STA,208598386,Hoshikawa,,Sumida Ku,35.72846,139.82664,Entire home/apt,39000,2,210,2024-12-24,2.75,1,61,55,Hotels and Inns Business Act | 墨田区保健所 | 2墨福衛生環第198号
27681199,3LDK Penthouse with Modern Japanese style interior,269182185,Sumifuku,,Shinjuku Ku,35.70192,139.7074,Entire home/apt,68648,2,62,2024-01-09,0.81,23,45,3,M130005735
27688237,Max10ppl! JP traditional house! Near SensojiTemple,97958809,鄭,,Katsushika Ku,35.73046,139.84094,Entire home/apt,18468,1,41,2024-12-22,0.54,8,176,13,M130007792
27705526,Lucky Hostel in Shinjuku 3,207114839,龍也,,Shinjuku Ku,35.70271,139.69539,Private room,5557,1,187,2024-12-28,2.42,6,28,57,Hotels and Inns Business Act | 新宿区保健所 | 30新保衛環第20号
27707818,⑭NEWLY RENOVATED FLAT/SHINJUKU/FAMILY&GROUP,147014594,Eternal,,Shinjuku Ku,35.68793,139.71769,Entire home/apt,50714,2,155,2024-12-17,2.02,2,111,36,Hotels and Inns Business Act | 東京都新宿保健所 | 31新保衛環第193号
27708312,"Private Home, tokyo, 5mins from stasion, 20sqm",28674531,Suda,,Setagaya Ku,35.6471,139.62568,Entire home/apt,10800,4,65,2024-12-20,0.84,1,213,11,M130006144
27715692,Elegant spacious modern JP-style 2BR in Akasaka 4F,9018856,Vivian,,Minato Ku,35.66786,139.73917,Entire home/apt,51763,3,144,2024-12-09,1.90,14,10,35,Hotels and Inns Business Act | 港区みなと保健所 | 30港み生環き第63号
27717157,Luxury Architectural Design House Close YoyogiPark,209251258,Alessio,,Shibuya Ku,35.67624,139.68669,Entire home/apt,,3,30,2020-10-25,0.39,1,0,0,M130026298
27717750,Shinjukuku . Shin-Okubo Station 6 mins by walk 102,145326080,Shunki,,Shinjuku Ku,35.69917,139.7034,Entire home/apt,35000,2,107,2024-11-18,1.40,25,212,32,M130005989
27721808,Shinjukuku . Shin-Okubo Station 6 mins by walk 105,145326080,Shunki,,Shinjuku Ku,35.69925,139.70343,Entire home/apt,28300,1,91,2024-11-25,1.19,25,197,18,M130005990
27722171,Shinjukuku . Shin-Okubo Station 6 mins by walk 201,145326080,Shunki,,Shinjuku Ku,35.69925,139.70343,Entire home/apt,31429,1,83,2024-12-15,1.08,25,234,25,M130005992
27722514,Shinjukuku . Shin-Okubo Station 6 mins by walk,145326080,Shunki,,Shinjuku Ku,35.69915,139.7034,Entire home/apt,18000,1,105,2024-10-16,1.37,25,229,34,M130005993
27735220,Female Dorm / Near the Onsen / No Cleaning fee!#1A,174891991,Satoshi,,Shinagawa Ku,35.62028,139.71709,Shared room,5700,1,15,2024-05-26,0.23,13,12,5,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
27735716,Mix Dorm / Near the Onsen / No Cleaning fee! #1A,174891991,Satoshi,,Shinagawa Ku,35.619,139.71505,Shared room,5729,1,57,2024-09-23,0.76,13,21,12,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
27736011,Mix Dorm / Near the Onsen / No Cleaning fee! #3A,174891991,Satoshi,,Shinagawa Ku,35.6195,139.71703,Shared room,,1,10,2019-12-24,0.13,13,0,0,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
27736081,Mix Dorm / Near the Onsen / No Cleaning fee! #4A,174891991,Satoshi,,Shinagawa Ku,35.61923,139.71504,Shared room,,1,5,2019-04-21,0.07,13,0,0,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
27736141,Quiet House #Y1　Tokyo　Musashimurayama　FREE Wi-Fi,183501849,Yoshitomo,,Musashimurayama Shi,35.75546,139.39959,Private room,,1,40,2024-12-15,0.52,3,0,2,M130001549
27739356,Quiet House #W　Tokyo　Musashimurayama　FREE Wi-Fi,183501849,Yoshitomo,,Musashimurayama Shi,35.75624,139.40087,Private room,,1,47,2024-12-16,0.61,3,0,9,M130001549
27747017,Mix Dorm / Near the Onsen / No Cleaning fee! #1B,174891991,Satoshi,,Shinagawa Ku,35.61942,139.71496,Shared room,5729,1,26,2024-08-16,0.34,13,14,5,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
27747201,Mix Dorm / Near the Onsen / No Cleaning fee! #2B,174891991,Satoshi,,Shinagawa Ku,35.6189,139.71518,Shared room,,1,15,2020-02-08,0.20,13,0,0,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
27750681,"Shinjuku Apt: 1 min Metro, Private, Washlet, WiFi",20833491,David,,Shinjuku Ku,35.697022087744585,139.70681773684032,Entire home/apt,19994,1,3092,2024-12-30,40.09,4,146,818,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第176号
27763090,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.6675,139.77882,Entire home/apt,17814,1,9,2022-08-11,0.13,14,360,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27768187,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66819,139.77747,Entire home/apt,17814,1,23,2021-01-18,0.32,14,360,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27768313,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66809,139.77728,Entire home/apt,17814,1,78,2024-12-06,1.09,14,359,25,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27768406,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66797,139.77799,Entire home/apt,17814,1,20,2023-09-28,0.28,14,360,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27768530,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66814,139.77891,Entire home/apt,17814,1,2,2019-05-26,0.03,14,360,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27768615,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66779,139.77757,Entire home/apt,17814,1,1,2019-01-27,0.01,14,360,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27769143,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66794,139.77754,Entire home/apt,17814,1,15,2024-12-11,0.21,14,335,8,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27769269,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66783,139.77962,Entire home/apt,17814,1,39,2024-07-27,0.54,14,360,3,Hotels and Inns Business Act | 中央区保健所 | 29 中保生還き　第 157 号
27769410,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66787,139.77815,Entire home/apt,17814,1,4,2024-06-15,0.06,14,360,1,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27769508,NICE LOCATION NEAR GINZA and TSUKIJI fish market,71735650,Kyo,,Chuo Ku,35.66813,139.77769,Entire home/apt,17814,1,14,2023-12-07,0.20,14,360,0,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27404349,Nui. HOSTEL & BAR LOUNGE Twin room,194071713,Nui.,,Taito Ku,35.70409,139.79248,Private room,,1,1,2019-11-28,0.02,6,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
27404818,Nui. HOSTEL & BAR LOUNGE Riverview double room,194071713,Nui.,,Taito Ku,35.70278,139.79417,Private room,,1,1,2019-12-03,0.02,6,0,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 24台台健生環き第23号
27405334,新宿2分3层别墅（中文可）,46122442,Yamato,,Bunkyo Ku,35.71081,139.72611,Entire home/apt,,2,3,2019-07-16,0.04,3,0,0,M130005427
27407919,★Free WiFi★Walk 10min to GINZA!,48474638,柴田,,Chuo Ku,35.66801,139.77745,Entire home/apt,17814,1,100,2024-09-24,1.29,11,360,14,Hotels and Inns Business Act | 東京都中央区保健所 | 29 中保生還き　第157号
27411303,Ui GUEST HOUSE - Ai ROOM,188451168,Kaneda,,Shinjuku Ku,35.7227,139.67689,Private room,5220,1,73,2024-12-04,0.94,4,68,42,M130004719
27412743,chemowaroial 103,196525658,Akari,,Shinjuku Ku,35.68828,139.6877,Entire home/apt,13749,2,104,2024-11-27,1.34,8,67,11,M130005107
27413015,TOKYO Ui GUESTHOUSE - Nico ROOM,188451168,Kaneda,,Shinjuku Ku,35.72332,139.67579,Private room,6120,1,32,2024-11-23,0.50,4,118,21,M130004719
27414522,5 mins Sta Cozy house in Shijuku #104,196525658,Akari,,Shinjuku Ku,35.6882,139.68594,Entire home/apt,13749,2,84,2024-11-20,1.08,8,49,9,M130005108
27414676,chemowaroial 105,196525658,Akari,,Shinjuku Ku,35.68846,139.68718,Entire home/apt,13749,2,98,2024-12-07,1.26,8,40,10,M130005112
27414846,5 mins Sta Cozy house in Shijuku #107,196525658,Akari,,Shinjuku Ku,35.68993,139.6857,Entire home/apt,13749,2,99,2024-08-24,1.28,8,147,12,M130005111
27934927,Shinjuku Building Apartment Hotel｜907,201210320,Ryosuke,,Shinjuku Ku,35.69683,139.70243,Entire home/apt,37857,1,61,2024-06-09,0.79,5,78,1,M130036883
27935890,Shinjuku area 8 mins to Sta.Clean/Stylish,201210320,Ryosuke,,Shinjuku Ku,35.69697,139.70131,Entire home/apt,30000,1,62,2024-10-22,0.81,5,19,5,M130036881
27946672,"Nearest Sta 4mins!Nr Ikebukuro,Shinjuku,Shibuya!",210081038,Kota,,Toshima Ku,35.71492,139.71562,Entire home/apt,,3,120,2024-09-19,1.56,5,0,26,M130005614
27948530,[Time Guest House]Ueno Asakusa Akihabara Skytree#1,55513694,Shi,,Taito Ku,35.72762,139.80156,Entire home/apt,,1,144,2024-12-12,1.91,2,0,37,M130000473
27949112,Japanese style house “Traditional and Historical“,210199913,Satoru,,Taito Ku,35.72037,139.79469,Entire home/apt,36714,4,126,2024-12-20,1.71,11,121,39,Hotels and Inns Business Act | 東京都台東区台東保健所 | 29台台健生環き第237号
27960791,"Shinjuku: 1 Min to Metro, Private, Washlet, WiFi",20833491,David,,Shinjuku Ku,35.697022087744585,139.70681773684032,Entire home/apt,23969,1,673,2024-12-28,8.80,4,141,141,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第176号
27961133,"Private Shinjuku Apt 1 Min to Metro, Washlet, WiFi",20833491,David,,Shinjuku Ku,35.697022087744585,139.70681773684032,Entire home/apt,23674,1,745,2024-12-30,9.82,4,144,190,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第176号 
27963951,503 ENZO iogi Condo and Apartment,177445547,Enzo,,Suginami Ku,35.72346,139.61285,Entire home/apt,4421,1,162,2024-12-20,2.11,36,111,39,Hotels and Inns Business Act | 東京都杉並区 | 30杉保衛環第348号
27990973,Max 11 guests/detached house/free wifi/large house,211411086,千恵,,Mitaka Shi,35.66888,139.57423,Entire home/apt,44357,1,216,2024-12-21,2.87,2,259,32,M130006445
27996329,48㎡/MAX 4guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,31957,1,168,2024-12-08,2.19,6,91,53,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第136号
27996790,50㎡/MAX 6guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,,Sumida Ku,35.701759,139.797791,Entire home/apt,36986,1,266,2024-12-20,3.47,6,97,85,Hotels and Inns Business Act | 墨田区保健所 | 30墨福衛生環第136号
28017428,CuteFamilyHouse FreeParking 6minShinjuku 6minSta.,36582105,Emi,,Suginami Ku,35.67344,139.66048,Entire home/apt,36386,2,255,2024-12-20,3.40,3,239,48,Hotels and Inns Business Act | 東京都杉並区保健所 | 30杉保衛環第207号
28023046,59㎡広々リビング駅近蔵前　浅草,62045077,Kei,,Taito Ku,35.70615,139.78942,Entire home/apt,28000,1,92,2024-11-24,1.20,1,128,10,M130006875
28040192,Denchi Tokyo : Private Guest Room / 1日1組限定,98150781,Guest House DENCHI,,Taito Ku,35.71287536621094,139.78964233398438,Entire home/apt,48000,1,133,2024-12-01,1.73,1,115,15,Hotels and Inns Business Act | 東京都台東区台東保健所 | 27台台健生環き第167号
28055881,連泊がお得 六本木１丁目駅近の広めなペット可プライベートルーム No.5B,134083708,Deko,,Minato Ku,35.66295,139.73804,Entire home/apt,28000,7,21,2024-11-18,0.28,7,82,5,M130004236
