id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
30121481,*𝙷𝚢𝚐𝚐𝚎 𝚊𝚙𝚊𝚛𝚝𝚖𝚎𝚗𝚝*  中山MRT/南西誠品/赤峰街商圈/寧夏夜市/迪化街/台北車站,24237779,Jessie,,大同區,25.05363,121.51435,Entire home/apt,2864,5,120,2024-11-27,1.63,3,311,14,
30133964,*全新裝潢* 無印風小套房（master room with toilet）,24237779,Jessie,,大同區,25.05514,121.51272,Entire home/apt,5200,7,0,,,3,61,0,
30167163,"***5minsNTU,NTNU brand new studio 全新裝潢時尚公寓3***",146850858,David,,中正區,25.02297,121.5236,Entire home/apt,3288,7,36,2024-08-24,0.49,14,187,3,
30217644,Love Taipei G6 愛台北/Luxury/Taipei 101/捷運西門站/可住1-8人.,221534550,Anne,,萬華區,25.04566,121.50498,Entire home/apt,1657,2,118,2024-11-26,1.60,48,56,20,
30236897,大安區市中心2層樓獨特設計風格 跨年可以直視台北101精彩煙火,20312581,Wei Wei,,大安區,25.029940824228976,121.54302876231385,Entire home/apt,3300,2,23,2024-06-30,0.31,1,89,5,
30298244,Taipei Main Station: Relax and feel free to live,15788877,信(Yi - Jen),,中山區,25.04832,121.52152,Private room,917,14,52,2024-12-23,0.70,1,177,10,
30300464,Michelle's Cave,8421809,Michelle,,南港區,25.05255,121.61492,Private room,,2,26,2024-01-03,0.36,1,0,1,
30309446,8樓TaipeiMainStation Ximending101京站西門町泳池新大樓2房1～4人,48195411,David,,大同區,25.04972,121.51729,Entire home/apt,4382,2,151,2024-12-24,2.05,4,326,44,
30365916,Mermaid 頂級套房  3MinsXimenMRT 西門町自然海灘風,28103867,Henry,,萬華區,25.04162,121.50498,Entire home/apt,3660,4,103,2024-11-21,1.39,38,77,19,
30386138,西門町 的 小清新,9678816,Renny,,萬華區,25.04218,121.50709,Entire home/apt,1129,2,150,2024-12-16,2.04,6,125,55,
30440658,Apt C. Welcome Taipei long stay 3 mins MRT 月租6-8折,216819425,Vivi,,大安區,25.04059,121.55399,Entire home/apt,6824,2,30,2024-12-16,0.41,6,364,6,
30684355,"Sleep Inn R2, 2-4人房, 101景 高樓層",210300300,Frank,,中正區,25.04832,121.51603,Entire home/apt,4429,2,79,2024-08-16,1.08,8,79,7,
30700375,MONTHLY PROMO～G16/Luxury/Taipei 101/XIMEN/1-3 pax.,221534550,Anne,,萬華區,25.045674309653666,121.50465572679282,Entire home/apt,,2,65,2024-11-23,0.88,48,34,7,
30718609,低調奢華>信義區taipei101新大樓>國父紀念館>大巨蛋>月租要打合約>歡迎留言,229938698,Jessie,,信義區,25.0356,121.55905,Entire home/apt,2546,5,59,2024-05-21,0.81,2,252,2,
30723491,典雅設計>信義taipei101新大樓>國父紀念館>大巨蛋>月租要打合約>歡迎留言,229938698,Jessie,,信義區,25.03511,121.55914,Entire home/apt,2546,5,45,2024-12-07,0.64,2,196,3,
30732180,Taipei Ximen極簡風格4人房Ximen MRT8分鐘近士林、饒河、寧夏等各大夜市,30761821,Johnny,,萬華區,25.04343,121.50358,Entire home/apt,1937,2,52,2020-05-20,0.71,3,172,0,
30750835,•西門町•月租優惠 • (滾筒洗衣烘乾機+大陽台+大客廳) (2人) •Ximen MRT,69899382,Maggie,,萬華區,25.04548,121.5067,Entire home/apt,,4,91,2024-08-14,1.25,6,0,20,
30752287,•西門町•月租優惠•Ximen MRT 電梯+大陽台+洗衣機(大2-4人房),69899382,Maggie,,萬華區,25.046098709106445,121.50554656982422,Entire home/apt,2329,3,90,2024-12-25,1.24,6,144,29,
30759308,"Nice, Cozy suite for 2-3 people",17106242,子剛,,萬華區,25.0418,121.50673,Entire home/apt,1103,28,61,2024-11-24,0.83,3,360,2,
30767854,Freebird Family Condo 4 - One min to XImen MRT,8937651,Chiying,,萬華區,25.04412,121.5071,Entire home/apt,,3,78,2024-11-03,1.06,17,83,10,
30773368,【舒適的家 Comfortable】2~4人房  電梯大樓/洗脫烘衣機/WIFI/西門站步行5分鐘,21197641,Dabao,,萬華區,25.04286,121.50488,Entire home/apt,2229,3,152,2024-12-23,2.09,7,122,45,
30774125,Ximen MRT2min★Hello Kitty ONE DAY★適合小家庭入住,28039537,小佐,,萬華區,25.04287,121.5068,Entire home/apt,2421,2,92,2024-12-09,1.26,1,164,29,
30775815,Ximending cozy apt#26/2+1rm/4-8ppls,8868664,Anne,,萬華區,25.04509,121.50586,Entire home/apt,4257,1,69,2024-12-15,0.95,3,205,25,
30778756,Urban Luxury 馥寓奢華 1-4人房 捷運西門站步行6分鐘 MRT Ximen 4mins,83171395,Loro,,萬華區,25.04512,121.50645,Entire home/apt,2353,4,75,2024-12-15,1.03,9,176,2,
30782085,Fun @台北西門町/Taipei ximending/free wifi/2~4人,31499315,Nn,,萬華區,25.04091,121.50121,Entire home/apt,2163,4,104,2024-12-11,1.43,4,159,20,
30783481,"2~4p, Camp@Ximending",128806861,Kenson,,大同區,25.04889,121.50695,Entire home/apt,2314,3,136,2024-11-20,1.85,13,252,32,
30793697,電梯/兩房一廳/傢俱電全/整層獨立/,14357781,Skaly,,中山區,25.0599,121.52719,Entire home/apt,2556,3,60,2024-12-30,0.84,2,258,16,
30797535,"FreeBird Apt V- 1分鐘到西門捷運站, 步行街上, 電梯, 洗烘乾衣機",8937651,Chiying,,萬華區,25.04267,121.50742,Entire home/apt,2867,3,137,2024-12-14,1.88,17,66,22,
30801102,[Ximen Apt]cozy apt like home (4-8P),11601709,Leslie,,萬華區,25.04733,121.50588,Entire home/apt,3486,1,54,2024-12-08,0.75,1,223,24,
30801892,Smile House 電梯大樓 西門捷運三分鍾,203223914,Happy,,萬華區,25.04182,121.50599,Entire home/apt,2661,5,38,2024-12-21,0.52,5,153,17,
30803593,#WsStudio Taipei Ximen MRT 5min Quad Room (2 beds),22075376,Noel,,萬華區,25.04148,121.50558,Private room,1907,1,132,2024-12-12,1.80,6,65,64,
30805091,西門捷運3分鐘電梯大樓（月租）海角七號：2～3人房（國內訂房尚未開放）,161246735,Blue Sky,,萬華區,25.04032,121.50603,Entire home/apt,1863,3,27,2024-05-28,0.37,7,71,5,
30810390,A.K微普普.捷運西門站出口5分鐘.2人房.Mrt Ximen exit6.3min *可月租,92448004,A.K,,萬華區,25.0441,121.5047,Entire home/apt,1692,3,153,2024-12-09,2.10,17,118,41,
30811501,D 全新 位於西門步行區  適合家庭團體  6-12位,50803756,季維,,萬華區,25.0450651,121.50852,Entire home/apt,7464,2,46,2024-12-24,4.27,9,192,46,
30820468,AmazingTaipei @*1min TaipeiStation 台北車站~**,146008296,Harry Chen,,中正區,25.04665,121.51508,Entire home/apt,2789,3,103,2024-12-25,1.40,9,354,18,
30826101,31New decoration / MRT walk as long as 3 minutes,100003062,Arch,,大安區,25.03227,121.55631,Entire home/apt,1264,2,98,2024-11-17,1.34,5,80,31,
30826397,32New decoration / MRT walk as long as 3 minutes,100003062,Arch,,大安區,25.03334,121.55439,Entire home/apt,1657,2,72,2024-12-02,0.98,5,73,18,
30826623,全新裝潢41捷運步行只要3分鐘/臨江夜市/101信義商圈/松菸文創誠品/木柵動物園貓空纜車,100003062,Arch,,大安區,25.03129,121.55665,Entire home/apt,1807,2,44,2024-12-05,0.60,5,83,19,
30829362,DH2 Taipei/MRT Ximen 西門/6P/100M Internet,230622084,Yvonne,,萬華區,25.03932,121.50567,Entire home/apt,4907,4,97,2024-12-18,1.32,2,168,23,
30844169,Quiet residential apartment nearly Taipei Arena,230635538,Caroline,,松山區,25.04865,121.55431,Entire home/apt,,59,2,2019-02-12,0.03,1,0,0,
30872439,"台北車站周邊 Studio Type 獨立四人房源 一層一戶不共住 台北駅4名様  1室の独立部屋",41548202,Alpha,,中山區,25.048177,121.525299,Entire home/apt,2062,2,69,2024-12-07,0.94,2,126,17,
30872998,【TaipeiXimending Lift studio_17】,21867853,Teddy,,萬華區,25.04392,121.50655,Entire home/apt,3296,3,123,2024-12-17,1.68,16,168,21,
30893366,"3B2b New Building, 2 Min to MRT & Daan Park",1398361,Second,,大安區,25.03522,121.53625,Entire home/apt,16030,14,80,2024-12-23,1.09,11,100,13,
30894549,Large Corner Loft 月租,4431273,Sai,,信義區,25.02958,121.55818,Entire home/apt,3398,20,67,2024-12-15,0.91,19,142,17,
30921383,接機優惠Dec hotsale DaanForest Park parent-childliving,119870232,도민,,大安區,25.03424055728104,121.53526126464102,Entire home/apt,5906,2,34,2024-12-17,0.46,17,149,20,
30942845,Taipei Ximen MRT 5mins #WsStudio for 2~3 ppl,22075376,Noel,,萬華區,25.04166,121.50336,Private room,,1,244,2024-12-14,3.60,6,47,115,
30943684,（6-14人）MRT-Ximen 5分鐘@徒步區商圈/兩套獨立房源/電梯大樓/洗衣機/用餐區/陽台,253215491,Laura,,萬華區,25.0462,121.50537,Entire home/apt,10329,2,41,2024-07-29,0.56,3,57,3,
30960936,Huashan Park/MRT Studio,5697629,Peggy,,中正區,25.04349,121.52705,Entire home/apt,2489,29,82,2024-10-23,1.12,4,71,7,
31032634,信義之心 一館，2024換新升等床。Y0UTUBE 搜「信義之心 實景」看影片，可寄放行李,3705836,Gordon,,信義區,25.03372,121.57629,Entire home/apt,,1,123,2024-11-10,1.68,11,234,13,
31036502,Domaine Desaubin Luxury Villas,172129438,Manuela,,士林區,25.10182,121.5491,Entire home/apt,6828,2,8,2024-09-18,0.11,1,161,1,
31047362,【SundayMorning】@Ximen/西門町/3minMRT/FreeWiFi/1-4P人,230455578,Amanda,,萬華區,25.04156,121.50699,Entire home/apt,2001,3,160,2024-12-12,2.18,6,162,37,
31053245,西門町的小白屋  small White House in ximending,9678816,Renny,,萬華區,25.04348,121.50735,Entire home/apt,1238,2,146,2024-12-17,1.99,6,111,43,
31066666,W10 (room a)- Perfect location! 西門捷運站 5min,53120236,DaMove,,萬華區,25.0435,121.50489,Private room,,1,156,2024-11-29,2.14,2,260,35,
31067050,W10 (room b)- Perfect location! 西門捷運站 5min,53120236,DaMove,,萬華區,25.04384,121.50371,Private room,,1,148,2024-11-22,2.03,2,275,24,
31069844,MRT Daan Station walk to Taipei 101,119119334,Jacky,,大安區,25.03039,121.54449,Private room,725,90,89,2022-03-19,1.22,4,82,0,
31096568,Pei An Apartment,6051208,Shih Yin,,中山區,25.08355,121.55021,Entire home/apt,3500,5,40,2024-12-04,0.56,1,67,6,
31141691,"NEW!!【青春の腦嗎啡】2+2人西門町5分鐘,,寧夏夜市,士林夜市",118973784,Andy,,萬華區,25.0461,121.50733,Entire home/apt,1808,2,85,2024-11-26,1.16,20,77,24,
31164450,(客廳)台北市近捷運和機場巴士Tpe near mrt & Int.Airport bus stop,5424311,Ailin,,中山區,25.06466,121.52823,Shared room,600,1,10,2024-12-30,0.14,6,3,4,
31223107,心誠月租/台北短租/信義區捷運站旁/近五分埔永春/3床4人/家庭房OK/商務房OK,19216347,心誠,,信義區,25.04263,121.58104,Entire home/apt,,30,2,2024-03-28,0.04,35,49,1,
31226239,Humble house near night market,9341142,若為,,萬華區,25.02953,121.50336,Private room,1003,2,79,2024-12-16,1.11,2,355,14,
31226300,Happy house near night market and Ximending,9341142,若為,,中正區,25.03111,121.50514,Private room,958,2,73,2024-12-29,1.10,2,349,29,
31322531,TH【4BDR 2 BTH】 Xinyi Anhe MRT /Tonghua Nightmarket,213704427,Zoe,,大安區,25.03146,121.5546,Entire home/apt,6571,30,73,2024-12-11,1.01,23,116,13,
31342736,TaipeiM8 XIMENDING/ Luxury/Taipei 101/捷運西門站/可住1-6人,221534550,Anne,,萬華區,25.04437,121.50412,Entire home/apt,1657,2,43,2024-12-12,0.59,48,80,13,
31403701,台大古亭國小新民小學在台電大樓站，全聯7-11古亭菜市場，新民小學，全聯、師大夜市/生活機能超好,19216347,心誠,,大安區,25.02272857416103,121.52914526115146,Entire home/apt,2432,22,1,2023-11-11,0.07,35,333,0,
31425654,"Shilin Night Market Suites 2, Taipei 士林夜市獨立衛浴優靜套房2",9610268,Simon,,士林區,25.08785,121.52404,Private room,1579,2,15,2024-10-12,0.22,2,59,4,
31472281,沉穩時尚宅8分钟西門捷运站/小南門捷运站/24小時家樂福/西門商圈/公車直達九份/北門/中正纪念堂,66688561,Angel,,萬華區,25.03765,121.50592,Entire home/apt,4126,3,55,2024-12-19,0.76,3,63,28,
31481417,Taipei Ximen超大舒適4-6人房，Ximen MRT8分鐘近士林、饒河、寧夏等各大夜市,30761821,Johnny,,萬華區,25.04418,121.50472,Entire home/apt,2069,2,87,2024-12-14,1.20,3,86,39,
31499885,台北你的家 your home in Taipei(最多10人),215630162,琼芳,,文山區,25.00516,121.57418,Private room,12000,1,11,2022-07-18,0.15,1,364,0,
31548380,Character Loft next to Taipei 101 月租,4431273,Sai,,信義區,25.0315,121.55852,Entire home/apt,3098,28,70,2024-12-21,0.97,19,87,5,
31548460,MRT Yongchun 5mins *Large Room*,27993488,Mar,,信義區,25.03714,121.57676,Private room,600,15,18,2024-09-01,0.25,8,40,4,
31574896,Mrt Yongchun 5mins Cozy Room[20%discount],27993488,Mar,,信義區,25.03755,121.57784,Private room,771,30,23,2024-11-30,0.32,8,57,5,
31583098,[台北市]超讚房東！捷運1分鐘、林東芳牛肉麵、小巨蛋、微風百貨、舒適3房2衛浴、嬰兒床、庭院溜滑梯。,89615110,Kevin,,中山區,25.05001,121.5406,Entire home/apt,8062,2,144,2024-12-16,1.99,3,191,45,
31587203,35% off monthly/Shilin MRT 5 min/Garden Apartment,236777678,Jack,,士林區,25.09869,121.52591,Entire home/apt,2363,5,81,2024-12-10,1.23,4,236,12,
31588389,DH3 Taipei Loft/5ms to MRT Ximen/6P/100M  Internet,230622084,Yvonne,,萬華區,25.03774,121.5063,Entire home/apt,4546,4,76,2024-12-10,1.06,2,231,10,
31603370,台北市中山區小豪宅/萬豪酒店富人區/美麗華百貨商圈/MRT6分鐘/士林夜市、故宮、陽明山/住1～4人,235650124,Erika,,中山區,25.08012,121.55338,Entire home/apt,,30,39,2024-12-16,0.54,1,60,2,
31636716,Unique New Wood Modern Luxury Design Home Business,3822052,Tifang,,中正區,25.04193,121.52593,Entire home/apt,13000,30,26,2019-11-30,0.36,1,89,0,
31651235,▲3 min walk Airport MRT &  5 min Ximen MRT Station,173321819,109Yang,,中正區,25.04664,121.51204,Shared room,619,1,243,2024-12-12,3.38,25,3,81,
31654997,北門臥客We Come Hostel 溫暖舒適單人房,237339163,WeCome Hostel,,大同區,25.05275,121.51092,Hotel room,2458,1,2,2024-08-05,0.03,13,298,1,
31655065,北門臥客We Come Hostel 溫暖舒適標準雙人房(獨立衛浴),237339163,WeCome Hostel,,大同區,25.05275,121.51092,Hotel room,4583,1,0,,,13,324,0,
31655072,北門臥客We Come Hostel 溫暖舒適標準雙床房(獨立衛浴),237339163,WeCome Hostel,,大同區,25.05275,121.51092,Hotel room,4583,1,2,2023-06-11,0.03,13,312,0,
31655077,北門臥客We Come Hostel 溫暖舒適經濟雙人房(獨立衛浴),237339163,WeCome Hostel,,大同區,25.05275,121.51092,Hotel room,4029,1,8,2023-03-18,0.11,13,314,0,
31663551,[Taipei journey603] MRT Zhongshan Station 8min 603,57698182,Taipei Journey,,中山區,25.05543,121.52497,Hotel room,,1,11,2020-01-13,0.16,27,0,0,
31689279,"Beautiful 2-BR Home in Wenshan District, Taipei",61030839,Steven,,文山區,24.98343,121.57907,Entire home/apt,6398,3,20,2024-12-26,0.29,1,129,6,
31772046,"【Black and White Space】西門町MRT8分鐘,,寧夏夜市,士林夜市",118973784,Andy,,萬華區,25.045368194580078,121.50371551513672,Entire home/apt,2201,2,54,2024-12-17,0.75,20,45,17,
31772683,NTNU balcony A 師大夜市陽台美房@Taipower building MRT/月租,23437247,Young,,大安區,25.02594,121.52883,Private room,,30,0,,,35,0,0,
31814262,步行至士林夜市只要2分鐘-三大床六人房Six people room,38126111,夜市小棧,,士林區,25.09122,121.5246,Entire home/apt,2891,1,29,2024-12-16,0.44,5,192,5,
31814285,步行至士林夜市只要2分鐘-一大床雙人房Double bed,38126111,夜市小棧,,士林區,25.09122,121.5246,Entire home/apt,1971,1,170,2024-11-02,2.37,5,273,38,
31940964,[中山小沙龍］Small but fantastic location,70127592,Jaymee,,大同區,25.05298,121.51949,Private room,750,25,3,2019-03-29,0.04,1,84,0,
31948870,[Taipei journey610] MRT Zhongshan station Studio,57698182,Taipei Journey,,中山區,25.0528,121.52611,Hotel room,,1,10,2020-02-06,0.15,27,0,0,
31962209,台北大安區捷運電梯大樓A房&月租NTU&NTUST&NTNU輕奢風格設計,107651931,曉珊,,大安區,25.02682,121.54729,Private room,730,28,0,,,25,213,0,
31994481,Comfortable 9,52751863,Jia-Ru,,大安區,25.04139,121.54452,Entire home/apt,6500,1,0,,,1,173,0,
31997428,Shida room w/balcony @Taipower building MRT月租,23437247,Young,,大安區,25.02399,121.52907,Private room,,30,1,2019-08-01,0.02,35,0,0,
32026886,Taipe Space*-NTNU師範大學*6min-國語日報-*3min/JB,140917365,K,,中正區,25.0268,121.52047,Entire home/apt,3460,10,4,2024-11-16,0.06,5,191,2,
32028073,EZ 201/捷運中山站3分鐘/客廳獨立衛浴2-4人房/可行李寄放/近南西商圈/台北車站及寧夏夜市,15114187,強尼,,大同區,25.05281,121.51648,Entire home/apt,1003,2,56,2024-12-15,3.19,3,82,38,
32038289,Le Luxury Only@西門町 Ximen Designer House(1~6人) MRT.,110126722,路易,,萬華區,25.03925,121.50566,Entire home/apt,4451,1,165,2024-12-22,2.37,3,60,56,
32057946,Beautiful Spacious 5B3b 4 Min Zhongxiao Dunhua MRT,1398361,Second,,大安區,25.03747,121.55259,Entire home/apt,21560,30,65,2024-12-22,0.91,11,113,16,
32078377,2 台北車站 機場捷運 西門町商圈 北門 （家庭旅遊 團體）,50803756,季維,,萬華區,25.04695955173456,121.50625295493099,Entire home/apt,10192,3,46,2024-12-27,3.42,9,202,41,
32153749,西門町 Ximending MRT 5mins景觀陽台2~7人~月租타이베이 시먼 딩輕工,122603082,Tony,,萬華區,25.04037,121.50713,Entire home/apt,4943,2,216,2024-12-26,3.01,8,277,66,
32176156,Freebird Apt Luxury Apt A-8 : 1 min to MRT 交通方便！,8937651,Chiying,,中正區,25.04068,121.51156,Entire home/apt,3262,3,75,2024-11-13,1.05,17,70,9,
32197474,"1 min to Mingde station,near ""Shilin"" and ""Beitou""",189682042,Show,,北投區,25.11034,121.51914,Entire home/apt,4643,3,28,2024-12-09,0.40,1,82,5,
32243987,Study Studio獨立衛浴 (personal bathroom )ＷIFI.4樓 無電梯,209056611,Shu Chuan,,大安區,25.0227,121.54616,Private room,1557,4,180,2024-12-25,2.59,1,63,32,
32283138,4 bed mix dorm/shilin night market/monthly,72226297,Happy Taipei,,士林區,25.08834,121.52496,Shared room,286,30,6,2024-09-16,0.09,9,162,3,
32323296,Taipei City Hall 8mins(Studio).TAIPEI101 AREA.,189040244,Aliana,,信義區,25.04422,121.56951,Private room,3990,2,0,,,1,87,0,
32341732,Full Loft next to Taipei 101 月租,4431273,Sai,,信義區,25.03155,121.55805,Entire home/apt,,6,70,2024-12-18,0.99,19,0,16,
32456532,接機優惠 Dec hot sale.转角遇见大明星/6分钟大巨蛋,119870232,도민,,松山區,25.046232649164512,121.5554886146914,Entire home/apt,,2,104,2024-12-17,1.48,17,351,15,
32462591,"Retro, En-Suite master bedroom, 3mins from MRT.",44587429,James,,大安區,25.02493,121.53968,Private room,1500,30,16,2021-09-05,0.23,2,364,0,
32509143,接機優惠Dec hot sale/2 station to Dome.,119870232,도민,,大安區,25.04399,121.54388,Entire home/apt,2573,2,133,2024-12-16,1.89,17,347,20,
32577066,"接機優惠Dec hot sale.讓這美麗的屋子,成為你們幸福的見證/3BD2BR 10ppl",15706026,Atwood,,信義區,25.02014,121.55756,Entire home/apt,4776,2,55,2024-12-15,0.79,12,362,9,
32598144,H.C一北欧一Taipei 西门町 Ximen 龙山寺 Longshan Temple,242710118,Hung,,萬華區,25.0397,121.50727,Entire home/apt,6786,2,168,2024-12-11,2.36,5,126,49,
32660141,Double Bed Ensuite w/bathroom /metro in 5 minutes,83232840,Play Taipei,,士林區,25.08729,121.52318,Entire home/apt,,30,39,2020-06-29,0.56,8,0,0,
32661173,"A Double Bed, night market down stairs but quiet",83232840,Play Taipei,,士林區,25.08787,121.52379,Private room,,30,0,,,8,0,0,
32727202,Located in the heart of vibrant Taipei 101.,20092735,Lily,,信義區,25.03116,121.56178,Private room,780,7,10,2022-10-24,0.15,6,285,0,
32734463,1 全新推出 西門MRT +西門紅樓+台北車站 適合8-16位,50803756,季維,,中正區,25.04027,121.50846,Entire home/apt,10554,2,54,2024-12-10,0.78,9,223,31,
32736634,"＊ＳＡＬＥ＊ ５ min to MRT, Sunlight with Bath tub｜HP",42345686,Patty,,大安區,25.02567,121.54406,Entire home/apt,7164,30,34,2024-12-16,0.49,1,37,4,
32769562,J&X 喵HOUSE  Ximen輕鬆喵空間^_^下樓就是西門町!,146883297,Jenny,,萬華區,25.04657,121.50471,Entire home/apt,1694,4,94,2024-12-27,1.33,2,72,30,
32795696,兩個人一起入住上下鋪！Lovely Bunk Bed Room for 2 | MRT 10min,38223011,Backpackers,,萬華區,25.04407,121.50296,Hotel room,,1,5,2024-10-07,0.22,4,331,4,
32795795,Ximen MRT | 女生宿舍房～親估來交朋友喔 | Female Dorm,38223011,Backpackers,,萬華區,25.04407,121.50296,Hotel room,,1,3,2023-10-26,0.04,4,340,0,
32795935,Ximen MRT | 想交外國朋友？來男生宿舍房 | Male Dorm,38223011,Backpackers,,萬華區,25.04407,121.50296,Hotel room,,1,13,2024-09-14,0.18,4,349,5,
32796134,西門MRT | 天哪！3人獨享超優惠房價，走過路過不要錯過|Triple Room,38223011,Backpackers,,萬華區,25.04407,121.50296,Hotel room,,1,18,2024-10-29,0.26,4,332,3,
32821959,NanjingFuxing MRT 7min | Cosy Female Dorm,84580782,Hostel,,中山區,25.05402,121.53897,Hotel room,627,1,13,2024-12-16,0.68,3,355,11,
32822019,Explore Taipei in Single Rm | Nangjing Fuxing Stn,84580782,Hostel,,中山區,25.05402,121.53897,Hotel room,1106,1,6,2024-03-25,0.15,3,277,1,
32822052,NanjingFuxing MRT 7min | Room with  Bunk Beds,84580782,Hostel,,中山區,25.05402,121.53897,Hotel room,1363,1,13,2024-05-03,0.20,3,355,4,
32848222,大直捷運站步行3分鐘／明水路挑高大公寓／獨立雅房A／月租 / 雙人房 / 內湖科學園區,247125177,Tina,,中山區,25.07854,121.54705,Private room,839,30,49,2024-06-30,0.74,5,354,1,
32877425,VacationTaipei*3min*TaipeiMianStation~*台北車站*~,146008296,Harry Chen,,中正區,25.0452,121.51656,Entire home/apt,2761,3,100,2024-12-26,1.41,9,304,20,
32904882,1st floor 1-2ppl/30s to MRT/Spacious Shared Apmt,11012797,Family,,信義區,25.0182267352314,121.55943093694798,Private room,,30,39,2024-09-21,0.55,2,272,6,
32969621,台大師大超大雅房E @MRT/台電大樓站/月租,23437247,Young,,大安區,25.02605,121.52884,Private room,,30,2,2024-08-24,0.03,35,0,1,
33002482,台北西門町~銀河!(電梯/獨立衛浴間/獨立洗衣機~禁菸),192465780,家任,,萬華區,25.04696,121.50621,Private room,,2,40,2024-12-16,0.58,3,165,22,
33006645,H&K 3/2 Cozy Taipei 101/World Trade Center MRT,30591050,H&K,,信義區,25.03153,121.56424,Entire home/apt,11143,10,26,2024-11-20,0.37,13,258,10,
33063738,台北西門町~河岸鄉村!(電梯/獨立洗衣機/獨立衛浴間~禁菸),192465780,家任,,萬華區,25.04621,121.50552,Private room,1957,2,51,2024-12-01,0.72,3,168,12,
33081068,Spacious room with PRIVATE TOILET !,130827969,Wenchi,,中正區,25.03015,121.52142,Private room,580,30,0,,,61,241,0,
33109150,台北西門町~幾何圖形!(獨立門戶/電梯/洗衣機/衛浴間～禁菸),192465780,家任,,萬華區,25.04604,121.50563,Entire home/apt,2014,2,46,2024-12-16,0.67,3,172,10,
33121758,Taipei Modern Zen Apartment - Linsen 413,130302653,Grace,,中山區,25.06078,121.5267,Entire home/apt,2329,4,74,2024-12-27,1.11,1,175,14,
33132555,A.K微樂事.捷運西門站6號出口3分鐘2人房.Mrt Ximen exit6.3min *可月租,92448004,A.K,,萬華區,25.0423,121.50632,Entire home/apt,1328,3,179,2024-12-17,2.55,17,140,25,
33133564,Double room L3@MRT Center Station(LINE 1 & LINE 3),10007698,Kiki,,中山區,25.05256,121.54272,Private room,2283,5,67,2024-11-26,0.96,18,68,21,
33170772,"Jessy's House(3-min to Ximen MRT, near Ximending)",249408939,Jessy,,萬華區,25.04146,121.50606,Entire home/apt,2100,3,83,2024-12-08,1.18,1,88,12,
33177268,【酒精消毒】1月超優惠!法式微工業混搭風/科技大樓捷運站5分鐘/臨江夜市【Da'an F】,50337636,B V,,大安區,25.02536,121.5396,Entire home/apt,4664,7,113,2024-12-17,1.61,7,159,33,
33185361,C05/雙人雅房/中山站5分鐘/台北車站12分鐘/24小時入住,176059533,大昌旺,,中山區,25.04944379803141,121.52378861116188,Private room,1057,1,28,2024-12-09,1.56,15,270,13,
33232203,獨立套房.獨立衛浴 .裝潢如新.市區中心.近捷運站,250229599,Chang,,中山區,25.059228897094727,121.5318374633789,Private room,900,30,6,2023-12-07,0.09,2,91,0,
33238225,King's room in Ximending 西門町 王的房間,9678816,Renny,,萬華區,25.04575,121.50762,Entire home/apt,1026,2,149,2024-12-17,2.12,6,99,70,
33253029,3B2b Cinema Style 4 Min to Xinyi Anhe MRT Red Line,1398361,Second,,大安區,25.0329,121.5501,Entire home/apt,13288,1,77,2024-12-04,1.10,11,120,13,
33253254,Cozy apt at Guting/Shida for 2~4 1min to MRT,75318549,Charly,,中正區,25.026,121.52296,Entire home/apt,1900,15,51,2024-08-22,0.73,9,178,4,
33322475,Bed in 4-Bed Female Dorm Room | MRT 5 Minutes,237339163,WeCome Hostel,,大同區,25.05389,121.51005,Hotel room,1488,1,5,2024-07-25,0.07,13,327,3,
33322540,1 Bed in 8-Bed Mixed Dorm Rm | MRT 5 min,237339163,WeCome Hostel,,大同區,25.05341,121.51164,Hotel room,1356,1,54,2024-11-04,0.77,13,330,29,
33322577,1 Bed in 6-Bed Mixed Dorm Rm & MRT 5 min,237339163,WeCome Hostel,,大同區,25.05379,121.50972,Hotel room,1406,1,12,2024-10-16,0.17,13,328,5,
33325593,fantastic private room in a cool flat next to NTU,44587429,James,,大安區,25.02637,121.54151,Private room,,31,11,2023-03-13,0.16,2,334,0,
33332077,西門私寓-壹。西門站，雙層電梯公寓，大型投影設備，近台北車站，龍山寺（9人,251087010,Chloe,,中正區,25.04565,121.51082,Entire home/apt,6303,2,89,2024-12-20,1.28,6,147,34,
33375291,歡迎長住 捷運雙連&中山 走路約10分鐘 |獨立兩人時尚套房 陽台洗衣機 獨立乾濕分離衛浴(A),233073725,Noodle,,中山區,25.05483,121.52414,Entire home/apt,2263,1,7,2023-10-23,0.10,7,64,0,
33375427,捷運雙連&中山 走路約10分鐘 |舒適豪華雙人房 單人浴缸,233073725,Noodle,,中山區,25.05606,121.52449,Entire home/apt,2411,1,5,2024-03-09,0.07,7,57,1,
33375522,【限定23:00入住check in】不指定房型,233073725,Noodle,,中山區,25.05532104331366,121.5263215509586,Hotel room,1414,1,44,2024-12-06,0.63,7,361,12,
33435053,MRT/Loft/Taipei101/XimendingMRT10mins/4room4bath,10900462,Sarah,,中山區,25.05573,121.54294,Entire home/apt,7866,2,30,2023-12-13,0.44,6,13,0,
