title,author,date
談統計素養(三),黃文璋,2017/1/8 下午 07:32:19
談統計素養(二),黃文璋,2017/1/6 下午 04:23:33
談統計素養(一),黃文璋,2016/12/27 下午 11:15:18
統計可信嗎？(六),黃文璋,2016/12/18 上午 06:48:07
統計可信嗎？(五),黃文璋,2016/12/15 下午 11:51:51
政大統計五十年,黃文璋,2016/12/11 下午 12:14:12
統計可信嗎？(四),黃文璋,2016/12/8 下午 04:46:44
統計可信嗎？(三),黃文璋,2016/12/4 下午 03:58:15
統計可信嗎？(二),黃文璋,2016/11/27 下午 04:08:16
統計可信嗎？(一),黃文璋,2016/11/21 上午 09:45:56
頻率學派與貝氏學派(二),黃文璋,2016/10/22 上午 01:27:51
頻率學派與貝氏學派(一),黃文璋,2016/10/15 下午 12:58:03
評比宜有統計概念,黃文璋,2016/10/5 上午 10:43:28
統計入世(六),黃文璋,2016/10/2 下午 01:52:25
統計入世(五),黃文璋,2016/9/17 下午 02:34:14
統計入世(四),黃文璋,2016/9/4 下午 06:25:34
統計入世(三),黃文璋,2016/8/25 下午 06:45:44
統計入世(二),黃文璋,2016/8/20 下午 04:52:41
統計入世(一),黃文璋,2016/8/7 上午 10:38:11
談統計誤差(六),黃文璋,2016/7/18 下午 06:25:52
談統計誤差(五),黃文璋,2016/7/16 下午 04:01:27
談統計誤差(四),黃文璋,2016/7/9 下午 05:20:34
談統計誤差(三),黃文璋,2016/7/2 下午 06:56:09
南區統計二十五年,黃文璋,2016/6/27 上午 10:42:28
大學畢業四十年,黃文璋,2016/6/19 下午 02:42:14
談統計誤差(二),黃文璋,2016/6/16 上午 12:13:14
談統計誤差(一),黃文璋,2016/6/7 下午 10:34:37
高中機率難學？,黃文璋,2016/6/1 下午 04:12:37
跟著聖經神遊八方(三十一),黃文璋,2016/5/8 下午 05:38:55
跟著聖經神遊八方(三十),黃文璋,2016/5/3 下午 02:51:15
跟著聖經神遊八方(二十九),黃文璋,2016/4/22 上午 01:09:35
跟著聖經神遊八方(二十八),黃文璋,2016/4/12 下午 04:09:38
跟著聖經神遊八方(二十七),黃文璋,2016/4/2 下午 06:10:09
跟著聖經神遊八方(二十六),黃文璋,2016/3/20 下午 01:26:17
跟著聖經神遊八方(二十五),黃文璋,2016/3/14 上午 10:31:16
古道照顏色─追憶趙金祁校長,黃文璋,2016/3/6 下午 11:25:05
跟著聖經神遊八方(二十四),黃文璋,2016/2/23 下午 01:57:55
為何採無罪推定？,黃文璋,2016/2/16 下午 03:36:53
跟著聖經神遊八方(二十三),黃文璋,2016/2/15 下午 12:50:23
跟著聖經神遊八方(二十二),黃文璋,2016/1/2 下午 06:01:55
跟著聖經神遊八方(二十一),黃文璋,2015/12/8 下午 01:42:39
跟著聖經神遊八方(二十),黃文璋,2015/11/23 下午 01:35:37
跟著聖經神遊八方(十九),黃文璋,2015/11/16 下午 02:08:20
跟著聖經神遊八方(十五),黃文璋,2015/11/16 上午 10:58:23
跟著聖經神遊八方(十八),黃文璋,2015/11/7 下午 08:53:28
跟著聖經神遊八方(十七),黃文璋,2015/10/31 下午 06:30:59
跟著聖經神遊八方(十六),黃文璋,2015/10/20 下午 02:33:23
談中位數,黃文璋,2015/10/12 上午 09:56:06
跟著聖經神遊八方(十四),黃文璋,2015/9/30 下午 09:41:02
跟著聖經神遊八方(十三),黃文璋,2015/9/15 下午 01:27:24
跟著聖經神遊八方(十二),黃文璋,2015/9/8 下午 10:53:14
跟著聖經神遊八方(十一),黃文璋,2015/9/1 下午 03:25:52
跟著聖經神遊八方(十),黃文璋,2015/8/22 下午 01:38:33
跟著聖經神遊八方(九),黃文璋,2015/8/5 下午 06:14:43
跟著聖經神遊八方(八),黃文璋,2015/7/29 下午 12:25:13
跟著聖經神遊八方(七),黃文璋,2015/7/20 下午 05:46:23
跟著聖經神遊八方(六),黃文璋,2015/7/17 下午 10:05:02
跟著聖經神遊八方(五),黃文璋,2015/6/30 下午 12:39:39
跟著聖經神遊八方(四),黃文璋,2015/6/26 下午 03:15:59
跟著聖經神遊八方(三),黃文璋,2015/6/23 上午 10:29:28
跟著聖經神遊八方(二),黃文璋,2015/6/22 上午 09:41:38
跟著聖經神遊八方(一),黃文璋,2015/6/18 下午 10:09:13
篩選倍率裡的玄機,黃文璋,2015/6/6 上午 08:47:19
機率與統計在高中(五),黃文璋,2015/5/2 下午 05:08:39
機率與統計在高中(四)─2,黃文璋,2015/5/2 下午 03:40:51
機率與統計在高中(四)─1,黃文璋,2015/5/2 下午 03:38:39
機率與統計在高中(三),黃文璋,2015/4/28 下午 03:47:24
機率與統計在高中(二),黃文璋,2015/4/24 下午 08:33:42
機率與統計在高中(一)─表格,黃文璋,2015/4/20 下午 08:49:17
機率與統計在高中(一),黃文璋,2015/4/20 下午 08:47:18
數據素養(八),黃文璋,2015/3/30 下午 01:56:27
數據素養(七),黃文璋,2015/3/27 下午 01:17:46
數據素養(六),黃文璋,2015/3/24 下午 04:33:11
數據素養(五),黃文璋,2015/3/23 上午 11:41:06
數據素養(四)─表格2,黃文璋,2015/3/20 下午 12:36:52
數據素養(四)─表格1,黃文璋,2015/3/20 下午 12:32:41
數據素養(四),黃文璋,2015/3/20 上午 10:15:57
數據素養(三),黃文璋,2015/3/9 上午 10:10:43
數據素養(二)─表格,黃文璋,2015/3/3 下午 02:32:14
數據素養(二),黃文璋,2015/3/3 下午 02:30:19
數據素養(一),黃文璋,2015/3/2 上午 11:39:37
太平洋屋脊步道上的數學,黃文璋,2015/2/10 上午 10:46:14
104年學測數學科的一道統計題,黃文璋,2015/2/6 下午 01:41:18
以中央極限定理選才？,黃文璋,2015/2/3 上午 10:07:58
49 保險公司保險嗎？,黃文璋,2015/1/31 下午 12:24:48
48 再談誤差,黃文璋,2015/1/26 下午 02:48:11
差距多少才有效?,黃文璋,2015/1/23 上午 11:32:30
47 雞蛋該不該放同一個籃子？,黃文璋,2015/1/21 下午 03:42:46
46 淑女品茶,黃文璋,2015/1/15 下午 10:14:05
45 銅板出現正面機率之檢定(二),黃文璋,2015/1/12 下午 05:38:37
45 銅板出現正面機率之檢定(一),黃文璋,2015/1/12 下午 05:32:09
44 統計邏輯,黃文璋,2015/1/6 上午 07:35:04
43 小機率小樣本,黃文璋,2015/1/4 下午 09:40:57
42 信賴區間值得信賴嗎？,黃文璋,2015/1/2 下午 08:54:05
41 二項分佈到常態分佈,黃文璋,2014/12/24 上午 11:14:48
40 誰該說服誰？,黃文璋,2014/12/22 下午 12:43:33
統計學入門─序,黃文璋,2014/12/20 下午 12:59:32
39 統計與證明,黃文璋,2014/12/16 下午 01:08:19
38 假設檢定,黃文璋,2014/12/14 下午 09:39:54
37 尋常與顯著,黃文璋,2014/12/13 下午 08:24:58
36 淺談信賴區間,黃文璋,2014/12/10 下午 08:35:08
35 估計之評比,黃文璋,2014/12/8 下午 05:39:22
女兒跨出了一步,南方壺,2014/12/3 上午 09:49:01
34 破解統計,黃文璋,2014/11/30 下午 12:56:22
33 淺談估計,黃文璋,2014/11/28 下午 03:48:11
32 後見之明(二),黃文璋,2014/11/25 下午 10:53:18
32 後見之明(一),黃文璋,2014/11/25 下午 10:50:17
31 估計的概念,黃文璋,2014/11/23 下午 10:18:38
30 因果關係,黃文璋,2014/11/19 下午 08:56:03
29 迴歸效應,黃文璋,2014/11/17 下午 05:38:25
28 迴歸分析,黃文璋,2014/11/14 下午 10:08:14
27 相關係數,黃文璋,2014/11/11 下午 10:34:35
26 不明確與明確,黃文璋,2014/11/1 下午 09:22:00
25 常態分佈,黃文璋,2014/10/29 下午 02:40:05
24 中央極限定理,黃文璋,2014/10/27 上午 11:48:13
23 大數法則,黃文璋,2014/10/23 下午 12:50:42
22 機率的涵義,黃文璋,2014/10/20 下午 05:11:19
21 巨數法則,黃文璋,2014/10/16 下午 05:12:20
20 統計圖,黃文璋,2014/10/13 下午 03:24:57
19 標準差,黃文璋,2014/10/10 下午 05:36:01
18 PR值與百分位數─表1,黃文璋,2014/10/9 上午 11:13:23
18 PR值與百分位數,黃文璋,2014/10/9 上午 10:09:08
17 代表值,黃文璋,2014/10/4 下午 04:45:55
16 關鍵數據,黃文璋,2014/9/29 下午 11:00:01
數學界的小華山論劍,黃文璋,2014/9/27 上午 10:05:51
15 數值化,黃文璋,2014/9/26 下午 03:18:00
14 實驗設計,黃文璋,2014/9/15 下午 12:38:12
13 調查誤差,黃文璋,2014/9/14 上午 09:11:45
12 讓民調勝過第六感,黃文璋,2014/9/13 下午 12:53:38
11 問卷設計,黃文璋,2014/9/10 下午 02:01:10
10 美國的人口普查,黃文璋,2014/9/8 下午 03:50:28
9 蓋洛普的總統民調─表1,黃文璋,2014/9/7 上午 07:01:26
9 蓋洛普的總統民調,黃文璋,2014/9/7 上午 06:55:01
8 如何抽樣,黃文璋,2014/9/4 上午 11:44:48
7 選樣偏差,黃文璋,2014/9/3 下午 12:57:45
6 假統計之名,黃文璋,2014/9/1 下午 03:29:57
5 普查與抽樣,黃文璋,2014/8/30 上午 11:27:19
4 對數據要有概念,黃文璋,2014/8/28 上午 10:47:26
3 統計學有用嗎？,黃文璋,2014/8/23 下午 11:06:25
2 統計學是什麼？,黃文璋,2014/8/20 下午 06:24:53
1 統計學的誕生,黃文璋,2014/8/19 下午 02:31:23
關上酒店我就走,南方壺,2014/7/31 下午 04:11:59
有言論自由嗎？,南方壺,2014/7/21 下午 05:45:26
真在乎論文嗎？,南方壺,2014/7/15 上午 11:45:26
平生風義兼師友,南方壺,2014/6/30 下午 07:04:49
知識分子,南方壺,2014/6/25 下午 05:25:04
其人雖已沒，千載有餘情,南方壺,2014/6/15 下午 03:46:50
雙刀武士,南方壺,2014/6/5 下午 01:07:06
退休致謝詞,南方壺,2014/6/1 下午 02:07:39
也談高中數學學分,南方壺,2014/5/12 下午 02:30:23
人生最大錯誤,南方壺,2014/5/10 下午 02:15:40
邏輯日已遠,南方壺,2014/5/4 下午 06:28:43
在誤差範圍內,黃文璋,2014/5/3 下午 06:29:06
每個人都有他的時代,南方壺,2014/4/21 下午 04:14:56
寄情武俠世界,南方壺,2014/4/18 上午 11:43:40
NCAA籃球賽的預測(三),黃文璋,2014/4/12 下午 06:04:43
NCAA籃球賽的預測(二),黃文璋,2014/4/11 上午 11:42:34
NCAA籃球賽的預測(一),黃文璋,2014/4/8 下午 02:22:52
23歲能做什麼？,南方壺,2014/4/4 下午 05:03:54
人民又站起來了嗎？,南方壺,2014/3/31 下午 06:25:38
之後再無大師(六),黃文璋,2014/3/20 上午 10:42:30
之後再無大師(五),黃文璋,2014/3/19 下午 12:03:15
之後再無大師(四),黃文璋,2014/3/17 上午 10:54:36
之後再無大師(三),黃文璋,2014/3/14 上午 11:06:30
之後再無大師(二),黃文璋,2014/3/12 下午 12:56:36
之後再無大師(一),黃文璋,2014/3/10 下午 01:42:35
武士的一分(四),南方壺,2014/2/28 下午 01:52:21
武士的一分(三),南方壺,2014/2/27 上午 11:08:20
武士的一分(二),南方壺,2014/2/24 下午 01:47:20
武士的一分(一),南方壺,2014/2/20 下午 02:00:20
談信賴區間,黃文璋,2014/2/18 下午 01:13:10
九十歲又怎樣？,南方壺,2014/2/6 下午 04:36:08
你了解KPI嗎？,黃文璋,2014/2/5 下午 03:42:54
打球亦講效率,南方壺,2014/1/25 下午 02:19:08
假設與檢定(二),黃文璋,2014/1/23 下午 01:05:44
假設與檢定(一),黃文璋,2014/1/20 上午 11:19:50
相似度41%夠大嗎？,黃文璋,2014/1/17 上午 10:49:17
橄欖樹年代,南方壺,2014/1/7 下午 02:27:14
閱讀豈需鼓勵,南方壺,2014/1/2 下午 09:14:05
一小於一？,南方壺,2013/12/23 上午 09:29:30
孤星血淚,南方壺,2013/12/16 下午 01:18:21
什麼時候該退？,南方壺,2013/12/13 上午 08:47:07
刺蝟的優雅,南方壺,2013/12/9 下午 06:20:45
文定暨歸寧,南方壺,2013/12/2 下午 03:04:45
正常與不正常,南方壺,2013/11/30 下午 06:03:12
老科學家,南方壺,2013/11/26 下午 05:44:42
談不確定性,黃文璋,2013/11/20 上午 09:42:01
時代追上了我,南方壺,2013/10/31 下午 06:06:23
老虎隊輸了,南方壺,2013/10/27 下午 03:48:01
藝高不須膽大,南方壺,2013/10/23 下午 06:00:27
究竟誰比較笨？,南方壺,2013/10/18 下午 06:00:19
臨事而懼好謀而成,南方壺,2013/10/14 下午 06:01:15
跟著預言走,南方壺,2013/10/9 下午 05:59:49
武士的精神,南方壺,2013/10/4 下午 06:00:09
殊絕於人差可擬,南方壺,2013/10/1 下午 06:04:07
死得其所,南方壺,2013/9/29 下午 05:11:29
統計與因果關係,黃文璋,2013/9/16 上午 08:32:41
謹詹於,南方壺,2013/9/14 下午 04:45:37
他選擇自己愛走的路,南方壺,2013/9/7 下午 06:05:34
甘願,南方壺,2013/8/24 下午 03:59:22
林覺民是誰？,南方壺,2013/8/22 下午 01:58:20
退休事件,南方壺,2013/8/15 下午 03:34:22
做些安靜的事,南方壺,2013/7/31 上午 10:06:06
隨機應變,南方壺,2013/7/23 上午 11:55:00
酒店不關門,南方壺,2013/7/18 下午 05:55:27
百男不如一緹縈,南方壺,2013/7/10 下午 05:18:04
當戰力已失,南方壺,2013/7/4 下午 04:25:40
九百九十九朵玫瑰,南方壺,2013/6/26 上午 10:54:28
在板凳上等待,南方壺,2013/6/23 下午 05:58:46
自顧無長策,南方壺,2013/6/22 下午 05:30:51
桃花潭水深千尺,南方壺,2013/6/14 上午 09:15:06
南區統計二十二年,黃文璋,2013/6/4 下午 06:26:19
從一本建中青年談起,南方壺,2013/5/31 下午 01:01:14
擲筊裡的機率,黃文璋,2013/5/20 上午 08:19:38
多言數窮,南方壺,2013/5/16 下午 05:47:17
教授退休後能做什麼？,南方壺,2013/5/15 下午 03:09:37
阿拉斯加州,南方壺,2013/5/8 下午 05:53:04
勇氣與夢想,南方壺,2013/5/4 下午 06:43:54
麥特戴蒙,南方壺,2013/5/1 上午 08:13:47
壁花男孩,南方壺,2013/4/23 下午 06:08:31
誰道人生無再少？,南方壺,2013/4/19 下午 05:38:35
父與女,南方壺,2013/4/15 下午 03:21:06
人面桃花,南方壺,2013/4/9 下午 01:12:46
留錢做什麼？,南方壺,2013/4/1 下午 01:00:21
比下有餘,南方壺,2013/3/20 上午 08:40:40
莫待倦時退場,南方壺,2013/3/18 下午 04:21:51
不必戲言身後事,南方壺,2013/3/15 下午 12:08:29
核四公投主文裡的邏輯,南方壺,2013/3/10 下午 04:31:24
假設性的問題不回答？,南方壺,2013/3/7 上午 08:39:32
核四公投,南方壺,2013/3/2 下午 08:58:50
IMDb網站,南方壺,2013/2/23 上午 09:13:24
如何回應不順耳？,南方壺,2013/2/20 下午 07:26:12
台灣四十五大,南方壺,2013/2/9 下午 12:19:08
數學素養：隨機性與數據,黃文璋,2013/2/9 上午 09:51:39
數學素養：變化與關係,黃文璋,2013/2/7 上午 09:57:16
高大何時能止跌？,南方壺,2013/2/4 下午 04:54:56
民國105年,南方壺,2013/1/20 下午 05:56:31
台灣地區歷年人口統計表 II,黃文璋,2013/1/17 上午 10:27:48
台灣地區歷年人口統計表 I,黃文璋,2013/1/17 上午 10:22:37
新手人生,南方壺,2013/1/2 上午 09:59:38
迴歸效應,黃文璋,2013/1/2 上午 09:53:31
這樣子的高大,南方壺,2012/12/28 下午 06:30:31
努力求生存,南方壺,2012/12/13 下午 06:11:03
你也有份嗎？,南方壺,2012/12/4 下午 03:38:33
第三美好的事,南方壺,2012/11/27 上午 09:55:09
一勤天下無難事,南方壺,2012/11/25 下午 03:05:04
寧為雞首,南方壺,2012/11/6 下午 04:17:02
蘇軾的父親,南方壺,2012/10/30 上午 10:58:20
願我娶雞隨雞,南方壺,2012/10/23 下午 09:25:21
從和光同塵到曖曖內含光,南方壺,2012/10/11 下午 05:34:00
但得酒中趣,南方壺,2012/10/2 下午 05:36:31
當兩年屠夫倒還好,南方壺,2012/9/26 上午 02:49:05
No problem,南方壺,2012/9/17 上午 11:16:54
有這樣的老師真好,南方壺,2012/9/12 下午 03:34:50
統計是謊言嗎？,南方壺,2012/9/1 下午 12:54:06
醉過會知道什麼？(二),南方壺,2012/8/28 下午 01:47:55
醉過會知道什麼？(一),南方壺,2012/8/25 下午 05:06:57
美好的年代,南方壺,2012/8/9 下午 02:20:58
逆轉人生,南方壺,2012/8/5 下午 11:45:17
史上最高單注頭獎(二),南方壺,2012/8/1 下午 06:45:38
史上最高單注頭獎(一),南方壺,2012/8/1 下午 06:42:57
正向鼓勵,南方壺,2012/7/29 下午 03:51:03
哀之而不鑑之,南方壺,2012/7/6 下午 03:34:11
永不止步的周元燊院士,黃文璋,2012/7/2 下午 01:06:04
借人頭,南方壺,2012/6/19 下午 12:20:49
行路易,南方壺,2012/6/17 下午 04:59:39
好好照顧自己,南方壺,2012/6/14 下午 05:35:37
積財寶在天,南方壺,2012/6/7 下午 03:10:39
挫折感受度要低,南方壺,2012/5/29 下午 03:08:00
我有所思在遠道,南方壺,2012/5/28 下午 01:10:04
當媽不在乎外表,南方壺,2012/5/12 下午 06:30:00
博士陳情何用？,南方壺,2012/5/6 下午 07:24:34
七戰四勝制嘉惠了誰？(二),南方壺,2012/5/3 下午 03:49:10
七戰四勝制嘉惠了誰？(一),南方壺,2012/5/3 下午 02:54:07
養牌有用嗎？,南方壺,2012/5/3 下午 02:15:33
布萊恩連15投不進,南方壺,2012/4/24 下午 03:33:59
大禹真正的大功,南方壺,2012/4/16 下午 05:30:36
不再可愛,南方壺,2012/4/8 下午 03:16:14
不笑不足以為道,南方壺,2012/4/7 下午 03:47:29
力所不能,南方壺,2012/3/26 下午 02:53:58
鐘點戰,南方壺,2012/3/23 下午 03:05:36
大隱隱於市,南方壺,2012/3/17 下午 02:45:49
小金人於我何有哉？,南方壺,2012/3/4 下午 01:48:23
敏事慎言,南方壺,2012/2/21 下午 05:16:09
流水年華,南方壺,2012/2/19 下午 01:20:55
清明上河圖,南方壺,2011/12/20 下午 12:54:15
看男人會先看錶,南方壺,2011/12/12 下午 01:02:12
攔不住的溪水,南方壺,2011/11/24 下午 05:15:06
你給孩子的蛋糕夠大嗎？,南方壺,2011/11/14 上午 10:33:43
不必多言,南方壺,2011/11/6 下午 04:27:42
型男大主廚,南方壺,2011/11/3 下午 01:12:38
艱苦卓絕是女兒,南方壺,2011/10/29 下午 06:07:33
居官不過偶然之事,南方壺,2011/10/11 下午 01:18:17
登山偶記,南方壺,2011/10/4 下午 02:56:31
當統計成為三民主義,南方壺,2011/9/22 下午 06:17:26
還是談電影吧！,南方壺,2011/9/10 下午 03:35:33
五個孩子的媽能做的事,南方壺,2011/9/4 下午 01:52:40
阿朗壹古道,南方壺,2011/8/27 下午 05:12:30
庶民中央極限定理─2 隨機現象,黃文璋,2011/8/13 下午 05:17:19
庶民中央極限定理─1 前言,黃文璋,2011/7/30 下午 12:58:09
肉腳大學生,南方壺,2011/7/27 下午 09:53:52
真實的勇氣,南方壺,2011/7/20 下午 05:10:54
何止于米，相期以茶,南方壺,2011/7/13 下午 03:23:44
曖曖內含光,南方壺,2011/7/10 下午 05:18:30
贈與今年的大學畢業生,南方壺,2011/6/20 下午 12:48:47
誰要加入校友會？,南方壺,2011/6/11 下午 05:00:48
字字推敲句句斟酌,南方壺,2011/6/8 下午 01:23:39
累了就回家休息,南方壺,2011/5/31 下午 07:34:20
教授的熱情仍在否？,南方壺,2011/5/28 下午 02:28:19
成大中山高大三雄鼎立？,南方壺,2011/5/17 下午 10:12:27
大學的理念,南方壺,2011/5/7 下午 03:28:02
微分幾何的課本,南方壺,2011/5/4 下午 05:42:25
不沉的太陽,南方壺,2011/4/27 下午 12:45:45
無是非到耳最難,南方壺,2011/3/29 下午 07:13:04
人莫樂於閒,南方壺,2011/3/25 下午 06:29:22
有緣千里來相會,南方壺,2011/3/18 上午 10:57:17
談雅量,南方壺,2011/3/12 下午 01:59:46
安步以當車,南方壺,2011/3/8 下午 07:12:00
衣帶漸寬終不悔,南方壺,2011/3/1 下午 03:30:49
博士覓職大不易,南方壺,2011/2/28 下午 12:20:26
我本將心向明月,南方壺,2011/2/24 下午 05:39:56
尊賢使能,南方壺,2011/2/18 下午 02:40:17
近悅遠來,南方壺,2011/2/14 下午 12:49:50
事來而心始現,南方壺,2011/2/13 下午 03:14:35
教育部核定100學年度大學招收陸生名額新聞稿(100年2月9日) II,南方壺,2011/2/11 下午 02:26:32
教育部核定100學年度大學招收陸生名額新聞稿(100年2月9日) I,南方壺,2011/2/11 下午 02:21:42
恭請校長裁示,南方壺,2011/2/11 下午 02:19:07
100至101年獎勵大學教學卓越計畫獲補助學校名單,南方壺,2011/1/24 下午 06:56:40
準岳父大人,南方壺,2011/1/19 下午 12:44:17
十年磨一劍,南方壺,2011/1/17 下午 05:32:27
愚不可及,南方壺,2011/1/15 下午 07:07:41
我心愛的女兒,南方壺,2011/1/7 下午 04:17:07
考古中國,南方壺,2010/12/30 下午 06:22:45
齊瓦哥醫生,南方壺,2010/12/26 下午 05:46:22
餘震,南方壺,2010/12/10 下午 02:54:42
大學生很笨嗎？,南方壺,2010/12/7 下午 05:31:28
基本能力,南方壺,2010/11/30 下午 05:46:01
根深者枝茂,南方壺,2010/11/21 下午 05:44:00
師道之不傳也久矣,南方壺,2010/11/8 下午 12:00:55
同學少年多不賤,南方壺,2010/11/1 下午 08:17:50
滿座風生的背後,南方壺,2010/10/21 上午 11:10:54
老人的國度,南方壺,2010/10/19 下午 03:44:54
尋人高手,南方壺,2010/10/13 上午 10:23:46
大學的心靈捕手,南方壺,2010/10/10 下午 07:00:59
再見凡那比,南方壺,2010/9/25 下午 01:12:10
羅馬豈須參加競技,南方壺,2010/9/17 上午 11:59:47
娶婦賢淑,南方壺,2010/9/9 下午 04:06:08
受教與不受教,南方壺,2010/9/8 下午 03:05:44
政府的統計可信嗎？,黃文璋,2010/8/30 下午 12:06:38
新人不如故？,南方壺,2010/8/26 下午 03:36:37
多讀書多看電影,南方壺,2010/8/21 下午 06:44:04
讓山感動你,南方壺,2010/8/16 下午 03:56:54
浪淘盡千古風流人物,南方壺,2010/8/15 下午 05:15:36
為玉山折腰,南方壺,2010/7/30 下午 12:02:59
獨孤俠不孤獨,南方壺,2010/7/24 下午 07:27:20
向中國科大致敬,南方壺,2010/7/23 下午 07:49:24
知易行難,南方壺,2010/7/2 下午 05:53:20
傳家有道惟存厚,南方壺,2010/6/18 上午 10:58:37
天倫情深,南方壺,2010/6/16 下午 01:04:16
談高大之合併案(二),南方壺,2010/5/17 下午 02:03:06
談高大之合併案(一),南方壺,2010/5/17 上午 09:53:31
名媛教育,南方壺,2010/5/7 下午 05:13:45
哲人日已遠,南方壺,2010/5/4 下午 04:08:50
談高中數學裡的交叉分析,黃文璋,2010/4/25 下午 03:35:08
高大的問題,南方壺,2010/4/19 上午 09:52:53
高大十年,南方壺,2010/4/15 下午 01:58:31
夏蟲不可語冰,南方壺,2010/4/12 上午 09:18:31
咬文嚼字,南方壺,2010/4/6 下午 03:05:38
數學應用不易(二),南方壺,2010/4/2 上午 10:56:15
大器晚成,南方壺,2010/3/29 上午 10:03:16
大學校長難幹嗎？,南方壺,2010/3/25 下午 03:45:13
珍瓏棋局,南方壺,2010/3/22 下午 05:09:19
天生我材必有用,南方壺,2010/3/15 上午 09:24:25
學然後知不足,南方壺,2010/3/9 上午 10:33:59
時間是擠出來的,南方壺,2010/3/2 下午 03:36:46
巨流河,南方壺,2010/3/1 上午 09:29:24
也談教授出走,南方壺,2010/2/1 上午 09:14:21
女兒的一小步,南方壺,2010/1/25 上午 10:54:23
專業,南方壺,2010/1/22 上午 09:01:39
一本書的故事,南方壺,2010/1/13 上午 10:33:13
孔夫子印名片,南方壺,2010/1/11 上午 11:32:10
高大教師聘約,南方壺,2010/1/7 下午 05:24:36
堅苦卓絕,南方壺,2009/12/31 下午 04:55:29
少懷大志,南方壺,2009/12/25 下午 02:20:32
野鴨變鳳凰,南方壺,2009/12/21 下午 02:08:58
良禽擇木而棲,南方壺,2009/12/18 上午 10:15:41
養生,南方壺,2009/10/21 下午 04:46:48
維護尊嚴的自由,南方壺,2009/10/16 下午 03:01:24
接受不能改變的事情,南方壺,2009/10/6 下午 02:46:30
快走吃少活久久,南方壺,2009/9/28 上午 10:20:33
勿過度憧憬,南方壺,2009/9/24 下午 01:46:50
現在大學生,南方壺,2009/9/14 下午 05:35:45
替劉兆玄高興,南方壺,2009/9/8 上午 11:37:22
由新型流感談起,南方壺,2009/9/1 上午 09:26:24
後天下之樂而樂,南方壺,2009/8/20 下午 04:10:49
運動的迷思,南方壺,2009/8/17 上午 10:20:49
認識機率-6情境解讀,黃文璋,2009/8/12 下午 05:12:42
認識機率-5信賴區間,黃文璋,2009/8/12 下午 04:30:42
認識機率-4解釋機率,黃文璋,2009/8/12 下午 04:13:01
認識機率-3何處是機率天地,黃文璋,2009/8/12 下午 03:33:53
認識機率-2機率的意義,黃文璋,2009/8/6 上午 11:59:28
認識機率-1前言,黃文璋,2009/8/4 下午 12:02:01
聚散終有時,南方壺,2009/8/10 下午 03:04:13
最後的機會,南方壺,2009/8/3 上午 11:08:30
達斯汀霍夫曼,南方壺,2009/7/30 下午 03:19:37
把握每一個今天,南方壺,2009/7/16 上午 11:12:50
力爭上游與力挽狂瀾,南方壺,2009/7/15 下午 04:14:05
我將石頭給女兒,南方壺,2009/7/14 下午 01:11:52
年已八十，日猶孜孜,南方壺,2009/7/13 上午 11:47:09
剛弼斷案,南方壺,2009/4/21 上午 10:27:07
悲傷不留,南方壺,2009/4/13 上午 11:56:34
尊嚴,南方壺,2009/4/7 上午 11:11:18
得意的笑,南方壺,2009/3/20 下午 02:42:59
大四那年,南方壺,2009/3/10 下午 05:51:31
一家只能有一狀元,南方壺,2009/3/4 下午 02:07:35
談笑有鴻儒,南方壺,2009/3/2 下午 05:23:30
往事並不如煙,南方壺,2009/2/27 下午 01:42:06
將軍可以選擇戰場,南方壺,2009/2/4 下午 05:13:00
走自己的路,南方壺,2009/2/3 下午 04:48:21
張無忌離去的必然,南方壺,2009/1/17 下午 03:11:42
為你，千千萬萬遍,南方壺,2009/1/16 下午 04:01:08
高大理學院教職員及學生座談紀錄(97年11月18日),南方壺,2008/12/10 下午 04:46:39
兩份關於高大合併案之資料,南方壺,2008/12/9 上午 11:45:24
高雄大學第2次整併小組會議紀錄（97年11月27日）,南方壺,2008/12/8 下午 03:51:04
高雄大學第1次整併小組會議紀錄（97年10月21日 ）,南方壺,2008/11/11 下午 04:06:28
啼笑皆非,南方壺,2008/11/4 下午 06:46:11
談高大與中山之合併,南方壺,2008/10/29 下午 04:46:28
97年10月16日高大校務發展委員會會議紀錄,南方壺,2008/10/23 下午 02:36:50
思玲節,南方壺,2008/10/21 下午 04:14:32
不要笑太早,南方壺,2008/10/17 下午 04:33:12
這是我們的學校,南方壺,2008/10/12 下午 06:41:36
可為乎不可為乎？,南方壺,2008/10/7 上午 10:59:37
女兒的磨鍊,南方壺,2008/10/2 下午 05:41:53
風雨飄零的高大,南方壺,2008/9/29 下午 05:25:43
少有一路好到底,南方壺,2008/9/23 下午 12:02:17
高大論文數贏東華？,南方壺,2008/9/17 下午 05:56:56
由哈維爾巴登談起,南方壺,2008/9/12 下午 01:29:41
數學應用不易,南方壺,2008/9/11 上午 10:48:09
須盡丘壑美,南方壺,2008/9/5 下午 03:25:55
航向拜占庭,南方壺,2008/8/28 下午 02:43:41
少叫人自己照鏡子,南方壺,2008/8/25 下午 09:27:52
不要小看芭比娃娃,南方壺,2008/8/23 下午 05:03:20
97學年度國科會研究計畫數統計(Ⅰ),南方壺,2008/8/18 下午 04:29:12
97學年度國科會研究計畫數統計(Ⅱ),南方壺,2008/8/18 下午 04:24:44
