category,business,entertaiment,politics,sport,tech
politics,12,12,7,6,2
politics,9,13,34,7,11
politics,7,9,12,5,5
politics,3,7,8,5,3
politics,4,10,3,9,1
politics,3,9,6,6,4
politics,4,9,9,9,6
politics,10,17,13,8,11
politics,7,13,10,7,7
politics,11,13,14,14,2
politics,8,15,9,7,4
politics,10,14,14,5,10
politics,8,16,10,17,7
politics,3,6,7,7,0
politics,7,15,10,8,10
politics,1,6,8,6,3
politics,2,14,11,11,3
politics,13,10,21,6,2
politics,7,12,10,7,5
politics,4,8,8,8,4
politics,4,2,2,0,2
politics,2,8,6,7,4
politics,2,9,13,8,2
politics,7,12,13,7,3
politics,10,12,15,5,8
politics,2,2,7,3,1
politics,10,17,33,12,6
politics,4,10,7,10,5
politics,13,21,27,14,13
politics,9,15,7,6,4
politics,0,5,1,5,0
politics,12,20,26,14,12
politics,8,10,12,14,7
politics,0,6,2,7,0
politics,14,19,17,11,8
politics,11,16,18,5,10
politics,1,9,7,8,2
politics,5,10,12,7,4
politics,10,15,22,6,10
politics,6,10,14,4,7
politics,2,10,9,10,6
politics,3,10,2,14,18
politics,9,17,19,9,14
politics,5,10,16,7,5
politics,5,7,7,7,1
politics,10,14,7,8,5
politics,3,5,5,2,3
politics,5,7,8,4,4
politics,9,14,17,6,9
politics,6,9,19,3,3
politics,6,6,5,6,0
politics,8,13,14,9,6
politics,1,6,4,16,3
politics,6,13,29,11,3
politics,5,8,18,5,6
politics,6,9,17,7,6
politics,1,4,8,6,6
politics,16,25,15,9,13
politics,6,8,9,3,6
politics,1,3,9,3,2
politics,21,30,62,15,19
politics,1,8,7,10,7
politics,8,17,11,13,5
politics,11,16,12,8,6
politics,5,4,6,3,2
politics,5,12,29,10,7
politics,4,13,12,10,4
politics,17,17,59,1,17
politics,9,8,14,5,5
politics,13,15,17,6,10
politics,2,8,14,9,5
politics,3,10,7,7,4
politics,3,11,5,9,4
politics,1,10,7,11,2
politics,3,6,8,4,2
politics,2,7,2,8,0
politics,12,22,22,14,19
politics,5,8,13,4,5
politics,5,7,12,2,3
politics,5,9,4,5,3
politics,3,8,15,7,2
politics,4,14,6,18,2
politics,6,5,5,3,4
politics,11,18,16,8,4
politics,11,20,9,14,4
politics,3,3,5,1,3
politics,4,11,6,10,3
politics,3,6,16,8,3
politics,2,10,10,16,5
politics,5,5,12,3,7
politics,3,8,4,4,4
politics,3,7,12,3,3
politics,8,6,23,5,4
politics,12,11,35,5,8
politics,16,19,41,9,12
politics,21,30,62,15,19
politics,11,13,37,3,8
politics,22,27,57,12,18
politics,25,29,73,12,22
politics,31,34,77,8,28
politics,8,10,52,6,10
politics,9,12,22,5,12
politics,28,28,64,5,24
politics,14,14,23,1,13
politics,21,22,52,5,17
politics,4,4,13,2,4
politics,10,10,35,6,9
politics,9,9,14,6,5
politics,4,5,8,5,1
politics,9,10,21,7,8
politics,14,20,45,9,17
politics,2,2,5,1,0
politics,16,10,39,6,12
politics,21,12,37,5,11
politics,5,5,31,3,4
politics,9,12,27,8,3
politics,5,4,12,5,4
politics,6,7,30,4,6
politics,17,19,42,6,14
politics,10,9,29,4,5
politics,8,9,24,1,8
politics,6,16,5,14,5
politics,12,19,29,8,12
politics,14,19,35,5,15
politics,21,24,47,12,12
politics,11,6,27,1,6
politics,5,8,41,8,5
politics,7,11,18,4,7
politics,8,16,12,9,8
politics,0,5,11,4,0
politics,11,18,20,7,11
politics,1,4,11,5,1
politics,75,63,119,16,70
politics,1,1,0,0,0
politics,15,25,25,9,14
politics,24,34,70,29,31
politics,6,5,10,4,1
politics,9,13,41,3,8
politics,0,5,13,5,1
politics,10,15,22,6,10
politics,2,4,9,5,3
politics,2,6,11,5,2
politics,6,16,19,14,7
politics,11,19,31,10,11
politics,12,21,21,7,12
politics,21,21,41,5,13
politics,1,2,6,1,1
politics,14,22,41,14,13
politics,7,11,27,4,8
politics,9,13,26,4,8
politics,1,3,5,0,1
politics,1,4,5,4,4
politics,2,2,3,0,5
politics,11,8,16,3,5
politics,9,8,15,4,4
politics,8,10,19,7,6
politics,4,8,16,5,8
politics,24,32,27,10,25
politics,14,18,36,5,13
politics,7,9,19,4,1
politics,2,7,9,5,2
politics,7,12,12,9,4
politics,10,10,9,3,4
politics,1,3,9,3,2
politics,9,3,13,0,1
politics,3,6,8,2,4
politics,11,13,28,7,6
politics,5,10,15,5,5
politics,5,4,27,0,4
politics,6,16,27,18,2
politics,5,13,25,14,2
politics,5,8,18,5,6
politics,2,5,8,3,0
politics,10,17,36,9,13
politics,7,12,22,5,6
politics,12,18,26,7,12
politics,1,0,10,3,0
politics,6,10,26,6,7
politics,14,25,48,16,17
politics,6,13,26,9,12
politics,9,9,23,3,9
politics,10,11,22,8,12
politics,10,22,20,8,8
politics,5,12,29,10,7
politics,16,19,34,9,14
politics,5,7,12,2,3
politics,14,9,48,3,9
politics,5,9,9,8,4
politics,1,3,16,5,2
politics,5,18,19,16,8
politics,4,16,28,12,4
politics,15,11,31,8,6
politics,11,14,36,9,8
politics,12,16,41,9,11
politics,8,10,24,5,6
politics,9,12,42,5,12
politics,6,4,18,3,2
politics,28,22,31,6,15
politics,18,15,27,6,8
politics,15,10,23,9,5
politics,5,6,6,4,4
politics,15,15,34,7,11
politics,13,10,29,6,7
politics,11,13,18,12,3
politics,8,7,36,3,5
politics,9,13,25,8,8
politics,11,16,38,8,13
politics,7,12,12,7,7
politics,15,16,16,11,8
politics,15,15,31,8,11
politics,11,11,11,10,2
politics,9,11,5,7,2
politics,2,15,4,15,2
politics,6,6,19,2,8
politics,5,12,19,12,3
politics,15,17,15,12,10
politics,11,13,18,9,4
politics,22,23,54,11,14
politics,2,9,5,7,2
politics,2,6,4,9,2
politics,9,9,24,6,6
politics,6,13,18,8,3
politics,45,41,84,29,36
politics,1,4,1,2,1
politics,5,4,17,3,10
politics,15,18,18,8,11
politics,10,17,12,9,10
politics,12,10,13,3,6
politics,8,16,11,7,8
politics,17,17,31,6,7
politics,11,16,23,13,15
politics,29,25,23,10,12
politics,7,13,16,9,6
politics,2,7,7,5,2
politics,5,11,9,9,4
politics,5,6,8,3,7
politics,7,12,19,12,6
politics,9,5,29,1,4
politics,4,7,41,6,12
politics,0,0,4,0,0
politics,2,4,12,1,2
politics,16,23,34,8,17
politics,2,10,34,9,0
politics,7,6,20,1,3
politics,10,14,29,8,9
politics,3,11,19,8,3
politics,5,7,14,3,4
politics,15,23,32,14,14
politics,29,34,65,6,24
politics,11,17,24,6,10
politics,16,23,41,10,13
politics,6,3,14,1,1
politics,7,9,10,2,7
politics,5,10,35,8,5
politics,1,2,4,4,1
politics,4,5,20,4,1
politics,7,16,34,10,8
politics,9,13,27,6,9
politics,1,6,9,4,1
politics,9,19,37,16,8
sport,3,5,2,6,2
sport,0,1,0,3,0
sport,0,2,1,9,1
sport,0,2,1,3,1
sport,2,3,1,3,2
sport,0,2,0,4,0
sport,1,4,0,1,0
sport,1,4,1,6,1
sport,1,5,1,6,2
sport,2,4,0,10,0
sport,0,4,0,13,0
sport,0,5,0,6,1
sport,2,5,1,10,1
sport,3,7,1,11,1
sport,4,4,1,3,1
sport,2,6,2,4,3
sport,1,5,1,5,3
sport,1,2,0,10,0
sport,2,5,1,3,1
sport,0,5,0,6,1
sport,4,7,1,8,1
sport,1,2,0,5,0
sport,1,4,1,3,3
sport,2,4,1,3,1
sport,0,4,0,12,0
sport,1,1,0,2,0
sport,4,8,1,3,1
sport,2,7,2,4,2
sport,1,2,0,3,0
sport,3,9,3,2,2
sport,2,4,2,2,1
sport,1,2,0,6,0
sport,0,4,0,4,2
sport,6,10,6,13,8
sport,1,4,0,6,0
sport,0,7,0,7,1
sport,1,3,1,3,0
sport,6,10,4,4,4
sport,1,4,1,3,1
sport,7,10,10,6,8
sport,1,8,1,5,3
sport,2,3,1,6,1
sport,4,6,3,11,2
sport,3,8,3,8,0
sport,4,4,0,6,0
sport,0,0,1,4,0
sport,0,1,1,1,1
sport,0,0,1,0,2
sport,4,8,3,7,3
sport,1,3,0,2,1
sport,0,2,0,1,1
sport,0,1,0,3,0
sport,0,4,0,6,0
sport,1,6,1,5,2
sport,0,5,0,3,0
sport,1,3,1,2,1
sport,3,3,2,6,2
sport,5,18,6,21,4
sport,1,6,3,7,2
sport,1,6,1,5,1
sport,2,13,1,4,1
sport,0,1,1,4,0
sport,0,3,0,5,0
sport,2,5,1,6,1
sport,4,7,2,5,2
sport,4,5,1,20,7
sport,0,3,0,7,0
sport,2,5,2,8,4
sport,3,16,3,22,2
sport,1,8,1,10,2
sport,0,4,0,3,0
sport,1,1,2,4,1
sport,0,4,0,3,1
sport,0,1,0,4,0
sport,2,5,2,7,2
sport,1,2,0,8,0
sport,0,0,0,5,0
sport,2,3,0,6,0
sport,0,2,1,2,2
sport,0,3,1,3,0
sport,1,5,1,6,1
sport,3,9,3,5,3
sport,0,1,0,4,0
sport,0,1,0,3,0
sport,0,1,0,2,0
sport,0,3,0,3,0
sport,0,2,0,5,0
sport,4,8,3,7,3
sport,1,5,2,6,1
sport,3,10,3,6,3
sport,0,0,0,2,0
sport,1,2,1,2,0
sport,0,2,1,3,1
sport,2,4,1,4,2
sport,0,1,2,5,0
sport,0,2,0,5,2
sport,0,5,0,13,3
sport,1,2,2,6,1
sport,1,2,2,6,4
sport,2,6,3,16,2
sport,0,3,4,9,3
sport,2,2,2,14,0
sport,0,2,0,9,0
sport,0,0,0,15,3
sport,0,0,0,7,4
sport,1,1,0,6,1
sport,0,0,0,8,4
sport,1,1,0,7,5
sport,0,0,0,3,2
sport,0,0,2,6,2
sport,1,6,1,24,6
sport,8,13,9,24,7
sport,2,4,4,10,2
sport,0,1,2,9,0
sport,3,10,3,32,8
sport,2,4,2,7,2
sport,1,2,2,6,2
sport,12,13,13,12,11
sport,1,1,4,26,9
sport,0,0,0,4,3
sport,8,13,9,24,7
sport,0,2,0,6,1
sport,0,0,4,4,0
sport,2,5,5,8,5
sport,0,0,1,9,0
sport,0,6,0,12,4
sport,0,2,0,6,1
sport,0,3,1,10,3
sport,1,1,1,5,2
sport,0,2,0,2,1
sport,1,1,3,6,1
sport,0,2,0,19,5
sport,0,2,0,18,4
sport,0,0,0,5,1
sport,0,0,0,12,0
sport,0,3,0,6,0
sport,1,8,1,23,6
sport,0,4,0,11,0
sport,0,0,0,13,1
sport,0,5,1,18,4
sport,1,3,1,13,2
sport,1,5,3,15,2
sport,3,5,4,5,3
sport,2,5,0,9,0
sport,0,1,0,10,1
sport,3,2,1,2,3
sport,0,5,1,6,3
sport,0,0,0,3,0
sport,0,3,1,15,0
sport,0,8,0,17,1
sport,0,1,1,10,4
sport,2,12,0,23,2
sport,0,2,0,3,1
sport,0,2,3,8,2
sport,0,4,0,15,4
sport,3,7,3,8,2
sport,0,4,0,11,0
sport,1,3,3,13,5
sport,0,4,0,13,1
sport,2,4,2,17,3
sport,2,3,1,9,1
sport,0,1,0,5,0
sport,0,1,0,4,0
sport,2,3,3,2,2
sport,0,0,1,4,0
sport,0,2,1,5,2
sport,0,0,1,5,1
sport,2,4,3,10,1
sport,0,0,0,11,1
sport,0,6,1,6,0
sport,0,0,0,6,1
sport,0,2,0,8,1
sport,0,1,0,2,0
sport,1,1,1,7,1
sport,0,1,0,4,0
sport,0,2,2,7,3
sport,2,4,1,8,0
sport,0,2,0,4,0
sport,0,8,1,19,5
sport,0,6,0,17,1
sport,2,6,3,32,3
sport,2,6,3,32,3
sport,0,3,0,16,3
sport,0,0,0,8,0
sport,1,3,0,10,1
sport,0,1,1,9,0
sport,0,1,0,8,1
sport,1,4,2,6,3
sport,0,3,0,8,0
sport,3,4,1,7,2
sport,0,1,0,4,0
sport,1,8,1,18,4
sport,1,2,2,1,1
sport,0,5,0,7,0
sport,2,4,3,12,3
sport,5,10,6,14,5
sport,0,4,0,14,1
sport,0,2,3,9,5
sport,1,1,0,15,1
sport,0,3,0,9,2
sport,0,2,1,6,0
sport,0,3,0,8,0
sport,1,2,2,6,2
sport,0,1,1,4,2
sport,0,1,0,9,2
sport,0,1,1,9,0
sport,0,7,3,9,2
sport,0,2,3,9,1
sport,1,2,1,9,0
sport,4,5,2,11,3
sport,2,7,4,10,3
sport,1,2,1,15,5
sport,0,3,0,5,0
sport,0,0,0,2,1
sport,0,2,0,16,3
sport,1,3,1,17,2
sport,1,5,0,16,1
sport,0,2,1,27,8
sport,0,0,0,16,6
sport,0,2,2,5,1
sport,1,2,2,9,4
sport,1,8,0,25,3
sport,0,5,0,22,3
sport,0,0,1,2,0
sport,0,0,1,1,2
sport,1,1,1,11,3
sport,1,7,3,21,5
sport,0,4,1,23,5
sport,0,2,0,5,0
sport,4,5,4,4,4
sport,1,5,3,13,6
sport,1,4,1,12,3
sport,1,6,2,10,5
sport,1,2,2,5,2
sport,0,3,3,26,14
sport,0,5,0,14,2
sport,0,0,0,5,0
sport,0,2,0,10,2
sport,0,1,0,8,0
sport,0,1,4,4,3
sport,3,5,2,8,5
sport,4,5,4,5,4
sport,0,6,0,24,3
sport,1,2,1,6,0
sport,0,4,3,10,4
sport,0,0,0,11,1
sport,0,4,1,20,7
sport,0,7,3,15,2
sport,0,2,1,7,0
sport,1,4,1,7,3
sport,7,8,4,17,3
sport,0,2,0,6,0
sport,1,2,0,9,7
sport,2,4,2,20,1
sport,0,2,0,6,0
sport,0,1,1,3,1
sport,0,3,1,9,1
sport,0,3,1,9,1
sport,0,2,0,4,1
sport,0,5,4,20,1
sport,0,1,0,6,1
sport,0,1,0,5,0
sport,0,0,1,2,1
sport,4,8,5,10,3
sport,1,3,1,6,1
sport,0,0,0,1,1
sport,0,3,0,19,2
sport,0,2,1,9,1
sport,0,0,0,2,1
sport,1,3,2,8,2
sport,3,8,0,5,1
sport,0,3,1,5,0
sport,0,5,2,7,1
sport,1,7,1,19,1
sport,0,3,0,5,0
sport,1,3,2,10,3
sport,0,2,0,7,5
sport,1,1,0,10,1
sport,0,2,0,5,0
sport,2,3,0,15,2
sport,0,3,0,14,4
sport,0,1,0,9,2
sport,1,6,4,16,10
sport,0,4,0,16,3
sport,0,0,0,12,1
sport,0,6,0,16,0
sport,1,4,0,10,0
sport,0,2,1,7,1
sport,0,2,1,12,6
sport,0,8,1,28,3
sport,1,3,3,15,2
sport,0,4,0,12,2
sport,0,0,1,2,0
sport,0,3,0,8,2
sport,0,1,1,2,1
sport,0,2,0,10,1
sport,2,3,1,11,1
sport,0,2,1,8,4
sport,0,1,0,9,2
sport,0,0,0,8,1
sport,0,3,1,9,4
sport,1,1,1,2,3
sport,0,8,1,24,4
sport,0,3,1,16,4
sport,0,2,0,10,2
sport,0,3,0,7,0
sport,2,9,2,17,3
sport,2,3,2,21,7
sport,2,3,2,11,6
sport,0,4,0,13,4
sport,0,0,1,1,0
sport,0,3,0,15,0
sport,0,6,5,23,6
sport,1,1,1,2,3
sport,0,1,0,17,0
sport,0,1,2,18,4
sport,0,2,0,7,0
sport,2,2,2,4,4
sport,0,0,0,3,2
sport,1,6,0,16,4
sport,1,2,3,9,1
sport,2,4,1,8,3
sport,0,3,0,26,6
sport,0,0,0,1,1
sport,0,0,1,2,0
sport,0,3,0,21,3
sport,0,5,3,29,9
sport,4,6,6,18,5
sport,4,6,6,18,5
sport,0,5,3,29,3
sport,2,5,2,25,2
sport,0,5,0,15,3
sport,0,0,1,15,3
sport,1,2,0,13,2
sport,1,3,0,11,4
sport,1,2,1,18,2
sport,1,3,1,15,2
sport,3,8,1,19,9
sport,5,7,7,16,7
sport,2,7,3,19,2
sport,0,2,0,10,3
sport,0,4,1,14,5
sport,0,3,0,12,0
sport,0,5,0,15,3
sport,1,4,2,22,3
sport,0,0,2,7,1
sport,0,1,2,12,4
sport,0,6,0,12,1
sport,1,5,0,16,2
sport,0,2,0,6,1
sport,0,0,0,4,0
sport,4,8,1,13,2
sport,1,3,0,4,1
sport,2,3,1,12,2
sport,0,2,0,19,2
sport,0,1,0,8,0
sport,0,0,0,13,0
sport,0,3,2,26,5
sport,0,3,1,13,0
sport,0,3,1,9,2
sport,0,7,0,7,0
sport,4,6,1,9,1
sport,0,4,1,5,1
sport,9,12,4,19,9
sport,0,3,2,9,2
sport,1,5,3,12,5
sport,1,6,1,31,4
sport,5,11,4,22,7
sport,1,9,0,10,0
sport,0,6,0,13,2
sport,34,39,33,78,52
sport,0,2,0,4,1
sport,1,5,1,22,2
sport,2,7,1,16,1
sport,1,6,2,35,3
sport,0,2,1,7,1
sport,1,1,2,7,2
sport,0,6,0,8,1
sport,0,4,1,10,0
sport,0,2,0,3,1
sport,0,2,1,14,1
sport,5,8,3,8,3
sport,0,7,2,15,1
sport,1,6,4,9,0
sport,2,6,4,14,2
sport,9,9,10,5,5
sport,2,6,4,14,2
sport,2,3,0,8,1
sport,2,5,2,10,1
sport,5,8,5,12,4
sport,0,2,1,17,3
sport,1,2,2,7,1
sport,0,1,1,4,0
sport,1,2,1,8,2
sport,2,3,3,30,3
sport,0,3,0,12,2
sport,4,17,2,21,4
sport,0,1,1,4,1
sport,0,5,2,9,0
sport,2,4,2,23,2
sport,1,5,0,22,5
sport,4,9,4,16,4
sport,5,7,3,22,5
sport,0,0,0,18,6
sport,0,2,0,20,1
sport,0,3,1,13,6
sport,0,0,1,2,0
sport,1,3,0,11,4
sport,1,5,2,19,3
sport,2,4,2,6,4
sport,0,4,0,7,1
sport,0,4,0,14,0
sport,3,9,3,23,1
sport,1,1,1,16,3
sport,0,2,2,15,1
sport,0,3,0,15,0
sport,0,1,0,6,1
sport,0,0,0,2,0
sport,1,3,2,7,1
sport,1,3,1,8,3
sport,0,6,0,17,3
sport,0,1,0,3,0
sport,4,8,2,11,0
sport,0,1,0,3,0
sport,1,5,0,15,1
sport,1,5,0,5,2
sport,0,3,0,9,2
sport,0,4,0,8,1
sport,1,3,0,1,0
sport,0,4,0,6,2
sport,0,2,0,8,0
sport,1,8,1,11,2
sport,1,5,0,15,1
sport,0,2,0,6,1
sport,1,4,0,11,2
sport,0,4,0,6,2
sport,3,6,0,13,0
sport,1,8,1,11,2
sport,0,3,0,9,1
sport,0,0,0,1,2
sport,1,4,1,7,1
sport,1,5,0,5,1
sport,0,2,0,2,0
sport,0,1,0,1,0
sport,2,5,1,4,1
sport,0,7,0,18,2
sport,0,4,1,9,1
sport,0,8,3,12,0
sport,2,12,1,28,0
sport,1,6,0,9,1
sport,0,2,1,4,1
sport,0,2,0,2,0
sport,0,3,0,7,1
sport,0,2,1,5,1
sport,0,6,0,14,1
sport,1,4,0,10,1
sport,0,1,0,2,0
sport,0,4,0,4,0
sport,0,2,0,6,2
sport,3,7,0,6,0
sport,4,6,1,6,1
sport,0,1,0,7,1
sport,1,4,0,6,1
sport,1,8,1,10,0
sport,1,5,0,10,0
sport,0,6,0,16,0
sport,0,2,0,2,0
sport,4,10,1,19,2
sport,1,11,1,20,2
sport,1,11,1,20,2
sport,0,2,0,2,0
sport,1,7,0,22,2
sport,0,6,2,14,2
sport,1,10,1,11,4
sport,1,4,0,5,0
sport,2,10,0,8,0
sport,1,5,0,15,0
sport,0,2,0,3,0
sport,0,2,0,3,0
sport,0,6,0,18,3
sport,4,9,0,13,2
sport,1,4,2,5,1
sport,0,1,1,13,2
sport,0,3,0,8,0
sport,0,4,0,5,0
sport,0,4,0,8,3
sport,2,10,0,9,0
sport,0,5,0,11,6
sport,1,7,2,19,2
sport,1,7,2,19,2
sport,0,1,0,35,24
sport,6,11,1,7,1
sport,2,14,2,16,4
sport,2,6,1,4,1
sport,12,16,3,11,5
sport,0,3,0,9,1
sport,1,3,0,13,0
sport,0,2,0,5,0
sport,1,5,0,8,1
sport,0,3,1,16,0
sport,1,2,0,4,0
sport,1,5,2,6,0
sport,0,5,0,14,2
sport,1,5,1,10,1
sport,1,3,0,5,0
sport,0,2,0,3,0
sport,0,3,1,12,4
sport,0,1,0,8,0
sport,0,3,0,9,2
sport,1,2,0,10,3
sport,0,1,0,4,0
tech,3,1,6,1,3
tech,5,4,13,7,28
tech,0,5,1,5,11
tech,6,13,5,4,9
tech,8,14,10,17,33
tech,6,11,7,4,14
tech,2,2,0,1,6
tech,3,4,1,3,5
tech,3,10,2,14,25
tech,9,12,5,9,16
tech,8,14,11,7,20
tech,1,5,0,3,7
tech,2,20,3,6,18
tech,1,5,0,7,6
tech,4,8,1,8,2
tech,7,12,10,8,11
tech,9,20,12,12,34
tech,4,12,2,6,12
tech,1,8,1,7,5
tech,9,11,8,3,13
tech,2,5,5,3,10
tech,5,6,2,4,5
tech,7,12,3,12,4
tech,4,3,9,9,19
tech,2,6,0,5,3
tech,7,14,6,8,12
tech,5,8,7,7,12
tech,4,8,5,17,10
tech,2,6,2,4,7
tech,2,4,2,2,8
tech,8,15,14,11,24
tech,9,8,3,6,36
tech,3,7,2,14,14
tech,7,9,14,3,25
tech,7,10,9,3,9
tech,0,5,1,5,11
tech,3,2,0,1,1
tech,2,6,1,2,1
tech,0,3,1,3,5
tech,13,22,6,13,31
tech,2,8,3,6,17
tech,3,1,2,2,21
tech,12,17,8,9,15
tech,0,2,0,2,0
tech,4,8,2,1,7
tech,3,29,2,4,12
tech,7,6,5,12,14
tech,2,4,2,2,6
tech,5,11,6,7,15
tech,4,9,4,5,17
tech,7,10,10,1,19
tech,8,8,3,5,8
tech,5,6,7,3,10
tech,2,1,1,1,20
tech,4,2,0,2,0
tech,1,5,0,2,10
tech,3,26,0,10,11
tech,7,14,7,8,14
tech,1,18,7,10,34
tech,2,2,0,1,6
tech,4,10,8,7,13
tech,5,15,7,13,14
tech,6,13,5,4,9
tech,15,31,12,16,44
tech,5,2,3,3,4
tech,3,3,5,1,11
tech,14,27,19,14,28
tech,10,10,9,7,15
tech,6,11,7,5,33
tech,6,8,1,5,5
tech,11,15,6,23,36
tech,12,13,9,9,21
tech,3,10,6,7,17
tech,8,18,15,12,34
tech,2,7,1,2,11
tech,0,4,5,6,4
tech,6,14,8,10,16
tech,6,3,3,1,6
tech,3,2,2,4,7
tech,1,2,2,2,7
tech,1,11,3,8,14
tech,11,23,11,15,20
tech,7,6,6,4,19
tech,13,12,6,11,16
tech,3,9,5,4,14
tech,4,6,3,5,3
tech,7,16,11,9,18
tech,9,24,7,2,8
tech,4,4,5,2,14
tech,2,6,0,10,8
tech,3,9,1,5,11
tech,0,14,1,2,15
tech,8,10,2,7,24
tech,11,20,14,11,19
tech,3,7,3,28,44
tech,3,3,5,0,19
tech,0,0,7,1,10
tech,4,10,6,7,23
tech,8,11,11,3,9
tech,7,18,7,15,19
tech,2,2,4,3,5
tech,7,11,5,9,4
tech,2,5,8,2,21
tech,0,8,0,10,28
tech,1,7,1,7,10
tech,6,6,12,5,15
tech,1,3,1,6,8
tech,3,7,7,5,22
tech,1,9,5,9,27
tech,12,23,17,11,35
tech,7,20,5,6,10
tech,3,9,1,6,6
tech,7,13,8,7,14
tech,11,10,9,7,14
tech,3,7,6,6,19
tech,6,6,4,3,19
tech,5,6,4,4,9
tech,4,5,4,3,7
tech,7,8,5,5,12
tech,2,8,7,6,7
tech,1,5,3,6,5
tech,16,28,8,16,11
tech,2,3,3,6,10
tech,7,12,7,8,7
tech,1,5,1,11,8
tech,5,13,1,7,14
tech,7,15,7,9,9
tech,4,5,2,1,12
tech,3,4,8,3,27
tech,14,8,6,5,12
tech,4,7,7,3,9
tech,4,9,3,4,3
tech,10,8,2,6,0
tech,12,15,12,9,29
tech,1,3,0,4,11
tech,4,3,4,2,17
tech,14,15,20,5,32
tech,5,9,8,3,18
tech,0,5,4,28,19
tech,6,15,5,26,11
tech,3,4,0,3,1
tech,8,10,15,11,28
tech,2,5,5,6,6
tech,9,13,6,23,18
tech,3,17,4,7,15
tech,7,20,5,10,20
tech,2,4,1,3,6
tech,9,13,1,6,17
tech,2,5,5,2,7
tech,0,4,5,4,22
tech,7,13,8,5,7
tech,7,14,8,7,10
tech,11,11,5,5,12
tech,0,2,2,18,12
tech,8,13,5,15,22
tech,6,20,11,14,23
tech,4,8,8,11,22
tech,7,20,5,10,20
tech,2,4,1,3,6
tech,6,7,3,16,11
tech,4,4,6,2,18
tech,2,5,5,2,7
tech,13,17,11,6,26
tech,11,2,3,4,6
tech,4,8,9,9,14
tech,4,8,9,9,14
tech,1,4,2,0,8
tech,1,16,9,15,15
tech,1,2,0,6,3
tech,6,9,9,13,27
tech,5,13,1,7,14
tech,7,15,7,9,9
tech,4,6,4,6,9
tech,2,17,5,14,21
tech,3,4,8,3,27
tech,4,9,3,4,3
tech,8,5,5,1,22
tech,14,8,6,5,12
tech,4,7,7,3,9
tech,10,8,2,6,0
tech,3,6,3,5,9
tech,1,6,7,3,19
tech,11,24,2,17,20
tech,5,6,6,3,27
tech,11,11,5,5,12
tech,1,6,3,7,8
tech,3,1,7,2,16
tech,8,10,13,7,36
tech,5,15,8,11,15
tech,2,5,0,2,7
tech,11,6,17,6,13
tech,9,5,2,4,19
tech,9,13,9,7,18
tech,4,6,1,7,13
tech,4,15,7,34,27
tech,8,5,5,3,14
tech,2,5,3,4,15
tech,2,4,2,8,26
tech,3,3,9,9,22
tech,2,2,0,6,6
tech,2,3,3,6,5
tech,7,15,12,12,22
tech,12,11,3,10,18
tech,2,4,2,3,9
tech,4,7,4,5,16
tech,4,17,5,14,10
tech,3,4,2,3,12
tech,5,8,9,5,24
tech,5,7,5,4,3
tech,6,10,5,7,10
tech,8,11,10,6,20
tech,6,21,15,13,38
tech,6,15,14,16,22
tech,4,4,1,5,6
tech,1,4,2,0,8
tech,7,10,13,8,19
tech,6,9,4,6,6
tech,3,7,2,11,9
tech,4,7,0,3,5
tech,5,15,8,5,19
tech,2,5,1,9,10
tech,10,11,10,8,15
tech,1,5,2,6,6
tech,4,7,0,3,5
tech,7,21,15,13,38
tech,8,11,10,6,20
tech,1,3,4,5,12
tech,5,15,13,7,34
tech,9,16,8,7,11
tech,1,10,2,6,11
tech,2,8,3,11,18
tech,2,4,3,0,4
tech,1,2,0,6,3
tech,6,14,8,11,22
tech,5,11,8,12,15
tech,3,11,6,11,7
tech,2,3,2,2,6
tech,7,8,4,2,7
tech,5,4,4,1,7
tech,4,6,4,4,10
tech,1,5,5,2,12
tech,8,11,5,6,8
tech,3,8,5,6,6
tech,3,4,3,11,6
tech,2,5,2,12,11
tech,5,3,5,3,4
tech,1,5,2,9,7
tech,6,7,4,5,8
tech,4,5,4,6,8
tech,4,6,4,5,12
tech,6,9,9,6,17
tech,3,4,1,3,5
tech,2,5,3,5,4
tech,0,3,4,2,16
tech,0,6,2,4,8
tech,3,20,3,10,17
tech,3,4,3,5,6
tech,1,2,1,2,5
tech,3,5,4,3,13
tech,18,21,16,9,25
tech,6,7,8,5,17
tech,2,7,4,3,16
tech,5,19,4,8,23
tech,9,9,2,3,22
tech,3,6,8,2,25
tech,2,5,2,18,12
tech,5,9,8,7,16
tech,12,15,5,9,16
tech,5,7,3,6,13
tech,6,23,7,20,15
tech,10,10,6,4,12
tech,4,5,3,11,17
tech,6,11,5,7,5
tech,4,7,6,11,8
tech,0,9,2,10,10
tech,18,26,9,25,31
tech,7,7,11,5,10
tech,6,6,5,2,15
tech,1,17,5,6,25
tech,8,16,3,10,7
tech,17,25,11,15,18
tech,4,8,11,8,13
tech,7,18,13,29,31
tech,3,3,1,0,11
tech,3,25,6,23,21
tech,11,27,6,11,26
tech,4,6,2,2,10
tech,3,6,3,11,16
tech,4,10,6,7,23
tech,6,6,4,3,19
tech,13,17,11,6,26
tech,8,5,5,1,22
tech,6,20,11,14,23
tech,8,13,5,15,22
tech,5,15,13,7,34
tech,9,13,9,7,18
tech,18,21,16,9,25
tech,5,19,4,8,23
tech,6,23,7,20,15
tech,18,37,12,32,26
tech,2,8,3,8,26
tech,1,17,5,6,25
tech,2,7,1,2,11
tech,3,25,6,23,21
